ts_code,revenue,oper_cost
301279.SZ,485985994.75,387880996.36
301279.SZ,320385392.44,257463957.05
301279.SZ,157112399.54,128972368.34
301279.SZ,157112399.54,128972368.34
301279.SZ,639769119.09,500999969.47
301279.SZ,639769119.09,505560835.81
301279.SZ,639769119.09,505560835.81
301279.SZ,476533983.19,372463125.88
301279.SZ,324213249.07,253629441.07
301279.SZ,138920577.73,111787466.64
301279.SZ,529709804.79,403458086.66
301279.SZ,529709804.79,403458086.66
301279.SZ,450573835.56,347416053.55
301279.SZ,450573835.56,347416053.55
301279.SZ,451564677.53,335182418.22
