ts_code,revenue,oper_cost
688217.SH,208957521.99,44274087.79
688217.SH,208957521.99,44274087.79
688217.SH,136019895.19,26852167.17
688217.SH,64770985.83,12161887.26
688217.SH,64770985.83,12161887.26
688217.SH,284925965.97,80226348.58
688217.SH,284925965.97,80226348.58
688217.SH,205308678.16,62807955.99
688217.SH,205308678.16,62807955.99
688217.SH,42656765.27,9544272.31
688217.SH,255479024.24,49606765.94
688217.SH,255479024.24,49606765.94
688217.SH,224443331.56,52937779.03
688217.SH,224443331.56,52937779.03
