ts_code,revenue,oper_cost
688223.SH,52771724353.12,47367934456.61
688223.SH,33407490539.38,29982476373.25
688223.SH,14681280678.68,13354293735.81
688223.SH,14681280678.68,13354293735.81
688223.SH,40569618325.47,35134987565.0
688223.SH,40569618325.47,35134987565.0
688223.SH,24273768345.1,20795695598.02
688223.SH,24273768345.1,20795695598.02
688223.SH,15725530818.75,13470385215.4
688223.SH,7875545922.5,6836297475.92
688223.SH,33659554248.26,28629336235.95
688223.SH,33659554248.26,28629336235.95
688223.SH,24089510094.75,20554766985.89
688223.SH,29489576245.11,23616413658.44
688223.SH,29489576245.11,23616413658.44
688223.SH,24508770859.73,20717419605.32
