ts_code,revenue,oper_cost
300949.SZ,414858773.29,239914115.07
300949.SZ,414858773.29,239914115.07
300949.SZ,258707654.05,161667174.83
300949.SZ,105980837.85,65151060.86
300949.SZ,491441001.6,252734993.28
300949.SZ,491441001.6,252734993.28
300949.SZ,319575120.45,168065293.19
300949.SZ,319575120.45,168065293.19
300949.SZ,212044227.48,117499169.33
300949.SZ,212044227.48,117499169.33
300949.SZ,81156358.06,58534396.49
300949.SZ,517596106.84,268438678.51
300949.SZ,517596106.84,268438678.51
300949.SZ,380708453.55,201557758.72
300949.SZ,273270283.45,142336320.29
