ts_code,revenue,oper_cost
605268.SH,1806468320.66,1300735681.55
605268.SH,1020932024.02,731313349.5
605268.SH,335602964.34,233303234.44
605268.SH,335602964.34,233303234.44
605268.SH,2113912415.29,1440868118.36
605268.SH,2113912415.29,1440868118.36
605268.SH,1388165231.2,971076970.32
605268.SH,677321472.58,475895585.95
605268.SH,677321472.58,475895585.95
605268.SH,155649590.92,110637193.19
605268.SH,1950911144.78,1381147916.73
605268.SH,1950911144.78,1381147916.73
605268.SH,1370512409.75,979505424.23
605268.SH,1727291956.11,1235800876.52
605268.SH,1727291956.11,1235800876.52
605268.SH,1714891039.71,1150410246.1
605268.SH,1714891039.71,1150410246.1
