ts_code,revenue,oper_cost
688161.SH,1570592770.8,285103468.43
688161.SH,1570592770.8,285103468.43
688161.SH,1095315818.33,195423999.49
688161.SH,421079777.39,65396710.2
688161.SH,1823776334.04,321729034.17
688161.SH,1823776334.04,321729034.17
688161.SH,1261864108.66,218623138.98
688161.SH,1261864108.66,218623138.98
688161.SH,831977639.24,141885894.93
688161.SH,831977639.24,141885894.93
688161.SH,287010265.2,49237851.29
688161.SH,1574008097.2,275189740.58
688161.SH,1574008097.2,275189740.58
688161.SH,1211182161.24,247708686.03
