ts_code,revenue,oper_cost
688260.SH,350076474.2,275096550.51
688260.SH,350076474.2,275096550.51
688260.SH,237291562.77,183654895.53
688260.SH,135369012.12,99780135.67
688260.SH,553677200.28,383291312.99
688260.SH,553677200.28,383291312.99
688260.SH,394875531.0,270301365.01
688260.SH,394875531.0,270301365.01
688260.SH,265729991.75,178271012.17
688260.SH,265729991.75,178271012.17
688260.SH,111534034.68,84826460.48
688260.SH,520609444.57,353200218.75
688260.SH,520609444.57,353200218.75
688260.SH,387945943.42,241713816.62
688260.SH,172075160.77,110142578.99
