ts_code,revenue,oper_cost
605577.SH,1405945630.07,762075058.06
605577.SH,765530367.7,421914522.72
605577.SH,585814325.14,310823266.13
605577.SH,585814325.14,310823266.13
605577.SH,1540410005.28,867628468.99
605577.SH,1540410005.28,867628468.99
605577.SH,1298611233.16,703096675.3
605577.SH,1298611233.16,703096675.3
605577.SH,598649364.99,308526426.52
605577.SH,598649364.99,308526426.52
605577.SH,497392257.08,257574979.12
605577.SH,1513052216.08,872710429.34
605577.SH,1513052216.08,872710429.34
605577.SH,1404428673.1,830287411.43
605577.SH,1404428673.1,830287411.43
605577.SH,1296680800.0,747539200.0
605577.SH,1296680800.0,747539200.0
