ts_code,revenue,oper_cost
688798.SH,1661331060.69,1009716823.08
688798.SH,1661331060.69,1009716823.08
688798.SH,1066566849.47,665383932.88
688798.SH,495550020.78,333416021.05
688798.SH,495550020.78,333416021.05
688798.SH,1437663669.46,969475557.22
688798.SH,1437663669.46,969475557.22
688798.SH,969516420.48,633648179.17
688798.SH,969516420.48,633648179.17
688798.SH,508125658.77,320988121.59
688798.SH,508125658.77,320988121.59
688798.SH,246994320.02,163900653.17
688798.SH,1017649863.61,666986599.58
688798.SH,1017649863.61,666986599.58
688798.SH,693804377.96,466903306.48
