ts_code,revenue,oper_cost
301211.SZ,418343962.28,267372127.65
301211.SZ,418343962.28,267372127.65
301211.SZ,276825272.37,174105906.9
301211.SZ,276825272.37,174105906.9
301211.SZ,120977200.0,
301211.SZ,592924336.03,298539777.78
301211.SZ,592924336.03,298539777.78
301211.SZ,422561678.09,208702813.9
301211.SZ,294024240.58,146942812.59
301211.SZ,294024240.58,146942812.59
301211.SZ,68342900.0,
301211.SZ,660018720.56,319226935.54
301211.SZ,660018720.56,319226935.54
301211.SZ,517144262.58,295626044.07
301211.SZ,517144262.58,295626044.07
301211.SZ,366408800.49,265676170.49
