ts_code,revenue,oper_cost
300980.SZ,327193974.55,197735575.52
300980.SZ,210526504.72,125895606.1
300980.SZ,104446541.94,58736523.61
300980.SZ,316692308.6,172328272.89
300980.SZ,316692308.6,172328272.89
300980.SZ,205810896.72,107365576.87
300980.SZ,205810896.72,107365576.87
300980.SZ,112662461.61,56911329.21
300980.SZ,112662461.61,56911329.21
300980.SZ,36846129.34,19672193.61
300980.SZ,284276351.64,160487111.9
300980.SZ,284276351.64,160487111.9
300980.SZ,215617152.11,123844121.41
300980.SZ,152393139.14,84364283.65
