ts_code,revenue,oper_cost
301181.SZ,391599497.43,264732578.46
301181.SZ,226040952.76,153746657.39
301181.SZ,126402364.54,85929465.42
301181.SZ,126402364.54,85929465.42
301181.SZ,478722736.79,327769523.83
301181.SZ,478722736.79,327769523.83
301181.SZ,351225592.48,240909917.05
301181.SZ,239307204.71,163308150.0
301181.SZ,106251506.31,72054157.35
301181.SZ,632199855.41,443788290.7
301181.SZ,632199855.41,443788290.7
301181.SZ,445830353.28,314670417.47
301181.SZ,562715110.19,408194886.15
301181.SZ,562715110.19,408194886.15
301181.SZ,319804001.9,241644214.07
