ts_code,revenue,oper_cost
301303.SZ,1025850766.95,607431130.35
301303.SZ,608912818.41,356717549.47
301303.SZ,267620795.15,164788163.57
301303.SZ,1191078202.46,743201799.14
301303.SZ,1191078202.46,743201799.14
301303.SZ,838685601.29,536052616.33
301303.SZ,493690950.86,320031069.02
301303.SZ,1062941669.02,649343887.26
301303.SZ,1062941669.02,649343887.26
301303.SZ,811667577.6,487019121.2
301303.SZ,849746741.49,511331708.97
301303.SZ,849746741.49,511331708.97
301303.SZ,631273688.98,394822297.16
301303.SZ,631273688.98,394822297.16
