ts_code,revenue,oper_cost
688102.SH,717982491.98,583815172.52
688102.SH,484818987.37,396485103.26
688102.SH,239062946.25,199006655.59
688102.SH,239062946.25,199006655.59
688102.SH,967640283.91,781447735.55
688102.SH,968292220.49,783508883.43
688102.SH,968292220.49,783508883.43
688102.SH,716689989.54,577536933.12
688102.SH,454070579.43,359916598.05
688102.SH,189999396.42,149637076.43
688102.SH,680671775.87,528272363.16
688102.SH,680671775.87,528272363.16
688102.SH,502779653.63,385169549.05
688102.SH,565645727.71,440465692.24
688102.SH,565645727.71,440465692.24
688102.SH,491544489.79,385273059.37
