ts_code,revenue,oper_cost
301198.SZ,262776722.87,168044694.75
301198.SZ,262776722.87,168044694.75
301198.SZ,169076193.38,108886078.22
301198.SZ,169076193.38,108886078.22
301198.SZ,267669939.55,155425787.02
301198.SZ,267669939.55,155425787.02
301198.SZ,162293564.8,87109872.86
301198.SZ,97995794.35,53789261.04
301198.SZ,97995794.35,53789261.04
301198.SZ,235850855.81,130514766.84
301198.SZ,235850855.81,130514766.84
301198.SZ,319961429.32,182826257.19
301198.SZ,319961429.32,182826257.19
301198.SZ,252489520.25,142202491.66
301198.SZ,252489520.25,142202491.66
