ts_code,revenue,oper_cost
600938.SH,311145000000.0,141686000000.0
600938.SH,202355000000.0,91238000000.0
600938.SH,90898000000.0,37831000000.0
600938.SH,246111690600.0,121585438700.0
600938.SH,246111690600.0,121585438700.0
600938.SH,173855000000.0,87922000000.0
600938.SH,110233233800.0,55733419600.0
600938.SH,52386000000.0,27672000000.0
600938.SH,155372671400.0,97381353000.0
600938.SH,155372671400.0,97381353000.0
600938.SH,233198556200.0,129383696600.0
600938.SH,233198556200.0,129383696600.0
600938.SH,227710214800.0,130041177300.0
