ts_code,revenue,oper_cost
300979.SZ,12634286913.08,9112627008.16
300979.SZ,8194529635.96,5848182362.25
300979.SZ,3702499669.41,2615999306.42
300979.SZ,13931137966.93,10473799594.76
300979.SZ,13931137966.93,10473799594.76
300979.SZ,10308088811.59,7836801134.1
300979.SZ,10308088811.59,7836801134.1
300979.SZ,6930799022.85,5355482330.65
300979.SZ,6930799022.85,5355482330.65
300979.SZ,3435710362.19,2615504717.42
300979.SZ,15165661300.47,11604752930.29
300979.SZ,15165661300.47,11604752930.29
300979.SZ,12388480165.62,9388434199.87
300979.SZ,10009183924.06,7695782822.01
