ts_code,revenue,oper_cost
920879.BJ,205648012.74,88858040.64
920879.BJ,133425532.2,57293133.4
920879.BJ,133425532.2,57293133.4
920879.BJ,57532537.1,25740696.09
920879.BJ,298842228.33,147045567.78
920879.BJ,298842228.33,147045567.78
