ts_code,revenue,oper_cost
300970.SZ,381341501.33,376726809.34
300970.SZ,381341501.33,376726809.34
300970.SZ,241557660.99,237614272.12
300970.SZ,139064824.26,108205822.21
300970.SZ,609398494.86,443131276.65
300970.SZ,609398494.86,443131276.65
300970.SZ,441013158.38,315193748.87
300970.SZ,441013158.38,315193748.87
300970.SZ,287061212.07,199916263.79
300970.SZ,287061212.07,199916263.79
300970.SZ,178521545.8,98638376.84
300970.SZ,575423257.0,417249982.61
300970.SZ,575423257.0,417249982.61
300970.SZ,394164106.61,309577037.61
300970.SZ,347913478.94,254870448.93
