ts_code,revenue,oper_cost
688079.SH,318113602.93,157053340.3
688079.SH,318113602.93,157053340.3
688079.SH,208493251.83,100359066.42
688079.SH,111524632.66,49992699.57
688079.SH,422552307.68,182698991.18
688079.SH,422552307.68,182698991.18
688079.SH,310894535.58,132101639.11
688079.SH,310894535.58,132101639.11
688079.SH,200814481.51,84271712.95
688079.SH,200814481.51,84271712.95
688079.SH,95652472.37,36715881.42
688079.SH,304001935.16,155696963.91
688079.SH,304001935.16,155696963.91
688079.SH,334302220.23,139180688.09
688079.SH,334302220.23,139180688.09
688079.SH,204858544.65,104327230.58
688079.SH,204858544.65,104327230.58
