ts_code,revenue,oper_cost
300956.SZ,1227132456.19,1079385328.08
300956.SZ,798784605.33,689896296.43
300956.SZ,359429053.86,314345490.66
300956.SZ,1512171255.61,1266974227.99
300956.SZ,1512171255.61,1266974227.99
300956.SZ,1081580556.07,893716756.22
300956.SZ,1081580556.07,893716756.22
300956.SZ,655866145.1,534951313.86
300956.SZ,655866145.1,534951313.86
300956.SZ,1262217642.91,1025078154.06
300956.SZ,1262217642.91,1025078154.06
300956.SZ,1037507674.87,857853953.4
300956.SZ,740368493.84,577367421.83
