ts_code,revenue,oper_cost
301035.SZ,6758348369.76,5685663432.41
301035.SZ,4014068101.11,3378176056.48
301035.SZ,1811987233.25,1572034075.13
301035.SZ,1811987233.25,1572034075.13
301035.SZ,7289831535.13,6040215411.31
301035.SZ,7289831535.13,6040215411.31
301035.SZ,5872738968.96,4798339079.6
301035.SZ,5872738968.96,4798339079.6
301035.SZ,3582969908.97,2928029435.61
301035.SZ,3582969908.97,2928029435.61
301035.SZ,1246053817.47,1055379922.61
301035.SZ,6073610606.06,4954875317.73
301035.SZ,6073610606.06,4954875317.73
301035.SZ,5401705316.47,4378234549.27
301035.SZ,5046522676.4,3989384978.84
