ts_code,revenue,oper_cost
603235.SH,1750311425.71,1055478461.23
603235.SH,1241306710.22,724904131.41
603235.SH,606085273.19,353749728.05
603235.SH,606085273.19,353749728.05
603235.SH,2522433794.74,1431466567.05
603235.SH,2522433794.74,1431466567.05
603235.SH,1758836959.51,985359724.22
603235.SH,640871336.09,361001608.3
603235.SH,2303589691.63,1053208797.15
603235.SH,2303589691.63,1053208797.15
603235.SH,2024951024.1,989990211.99
603235.SH,2024951024.1,989990211.99
603235.SH,2578047079.66,998493505.72
