ts_code,revenue,oper_cost
688150.SH,222987107.89,83953191.79
688150.SH,151082088.93,57232697.04
688150.SH,74453991.67,27776721.21
688150.SH,336653887.3,119115426.65
688150.SH,336653887.3,119115426.65
688150.SH,336653887.3,119115426.65
688150.SH,221113228.18,88269885.31
688150.SH,163135519.54,60201832.24
688150.SH,76149397.05,30091180.31
688150.SH,274627850.26,110154629.56
688150.SH,274627850.26,110154629.56
688150.SH,201798623.34,76328912.15
688150.SH,201798623.34,76328912.15
688150.SH,112440379.0,82387903.47
