ts_code,revenue,oper_cost
688052.SH,1276139303.53,623171233.34
688052.SH,793518574.33,390820394.77
688052.SH,339165310.8,165601353.76
688052.SH,339165310.8,165601353.76
688052.SH,862093206.95,400865149.63
688052.SH,862093206.95,400865149.63
688052.SH,579137392.21,265835620.0
688052.SH,340619050.65,156000143.63
688052.SH,137778759.6,65686677.92
688052.SH,241987087.95,110534328.57
688052.SH,241987087.95,110534328.57
688052.SH,92103211.68,38363557.35
688052.SH,92103211.68,38363557.35
688052.SH,40223346.5,17406308.52
