ts_code,revenue,oper_cost
300972.SZ,247947794.28,257654857.79
300972.SZ,247947794.28,257654857.79
300972.SZ,165479069.82,175379233.57
300972.SZ,103230720.8,73416563.54
300972.SZ,449983599.12,324655015.81
300972.SZ,449983599.12,324655015.81
300972.SZ,327144354.11,233855538.57
300972.SZ,327144354.11,233855538.57
300972.SZ,216300504.86,150324142.4
300972.SZ,216300504.86,150324142.4
300972.SZ,135754787.86,73705052.29
300972.SZ,450909279.18,318545936.68
300972.SZ,450909279.18,318545936.68
300972.SZ,342722302.09,272517999.1
300972.SZ,246715366.28,204739917.89
