ts_code,revenue,oper_cost
300933.SZ,1893050860.91,1625090645.82
300933.SZ,1176176342.68,1005425742.71
300933.SZ,464272203.41,394439270.41
300933.SZ,2054244735.69,1718371980.49
300933.SZ,2054244735.69,1718371980.49
300933.SZ,1434068092.48,1198440447.86
300933.SZ,1434068092.48,1198440447.86
300933.SZ,895250711.27,744091904.28
300933.SZ,895250711.27,744091904.28
300933.SZ,324174956.65,268953985.18
300933.SZ,2094098984.55,1746244852.83
300933.SZ,2094098984.55,1746244852.83
300933.SZ,1901545539.18,1588009300.14
300933.SZ,1952067307.91,1669988147.92
