ts_code,revenue,oper_cost
301186.SZ,317279027.06,212717774.84
301186.SZ,317279027.06,212717774.84
301186.SZ,218028331.81,146470603.27
301186.SZ,218028331.81,146470603.27
301186.SZ,451614295.08,295980748.17
301186.SZ,451614295.08,295980748.17
301186.SZ,296968959.83,193666578.87
301186.SZ,176630049.27,117537449.18
301186.SZ,176630049.27,117537449.18
301186.SZ,447411390.17,270831796.87
301186.SZ,447411390.17,270831796.87
301186.SZ,473704563.98,280336306.36
301186.SZ,473704563.98,280336306.36
301186.SZ,427197945.8,249262939.32
