ts_code,revenue,oper_cost
688067.SH,152588122.62,60575386.19
688067.SH,152588122.62,60575386.19
688067.SH,97308452.67,39987039.63
688067.SH,47239146.76,19917546.77
688067.SH,47239146.76,19917546.77
688067.SH,180199388.49,73284277.39
688067.SH,180199388.49,73284277.39
688067.SH,119998932.92,46239976.72
688067.SH,119998932.92,46239976.72
688067.SH,32643564.42,14206333.11
688067.SH,189982846.33,62410167.33
688067.SH,189982846.33,62410167.33
688067.SH,150540703.93,52904618.2
688067.SH,150540703.93,52904618.2
