ts_code,revenue,oper_cost
688538.SH,2849596196.79,3185895908.41
688538.SH,1878479451.89,2112928147.32
688538.SH,809472826.32,918032174.97
688538.SH,809472826.32,918032174.97
688538.SH,2502054360.22,2984746045.02
688538.SH,2502054360.22,2984746045.02
688538.SH,1701916819.51,2076202882.1
688538.SH,1701916819.51,2076202882.1
688538.SH,278824152.21,362538238.42
688538.SH,1513085342.19,1990190963.9
688538.SH,1513085342.19,1990190963.9
688538.SH,802582085.85,1365716641.0
688538.SH,802582085.85,1365716641.0
