ts_code,revenue,oper_cost
301103.SZ,771544366.56,450344059.71
301103.SZ,468114862.49,276871767.58
301103.SZ,241753611.42,144334688.19
301103.SZ,241753611.42,144334688.19
301103.SZ,962451382.32,574542683.22
301103.SZ,962451382.32,574542683.22
301103.SZ,962451382.32,574542683.22
301103.SZ,744738231.59,433425150.02
301103.SZ,464619998.42,265563479.56
301103.SZ,210327528.92,121481663.35
301103.SZ,838473305.39,474298263.64
301103.SZ,838473305.39,474298263.64
301103.SZ,745563781.46,423433842.53
301103.SZ,613727695.33,355738416.25
