ts_code,revenue,oper_cost
003036.SZ,809933039.02,684125746.32
003036.SZ,505629764.28,429995344.9
003036.SZ,229422016.03,191356863.36
003036.SZ,667778394.56,546390043.37
003036.SZ,667778394.56,546390043.37
003036.SZ,450591874.75,358887862.81
003036.SZ,243976442.17,192336362.81
003036.SZ,243976442.17,192336362.81
003036.SZ,89282845.42,68786257.05
003036.SZ,583049595.42,432533990.91
003036.SZ,583049595.42,432533990.91
003036.SZ,449136597.99,329344521.21
003036.SZ,732155035.41,538794672.72
003036.SZ,670427635.11,509214204.46
