ts_code,revenue,oper_cost
688575.SH,857127530.33,371554962.78
688575.SH,857127530.33,371554962.78
688575.SH,548006610.13,244943130.16
688575.SH,235564586.64,102536741.24
688575.SH,235564586.64,102536741.24
688575.SH,999007002.83,397955677.16
688575.SH,999007002.83,397955677.16
688575.SH,708961636.6,298631962.62
688575.SH,708961636.6,298631962.62
688575.SH,428667409.31,160766539.99
688575.SH,428667409.31,160766539.99
688575.SH,127014025.55,59698112.02
688575.SH,877357946.98,432672373.02
688575.SH,877357946.98,432672373.02
688575.SH,728644765.15,440194505.67
688575.SH,728644765.15,440194505.67
