ts_code,revenue,oper_cost
688038.SH,229511343.61,165597913.22
688038.SH,229511343.61,165597913.22
688038.SH,181953288.26,134148034.51
688038.SH,62543237.82,41963229.38
688038.SH,62543237.82,41963229.38
688038.SH,495970357.57,364348710.04
688038.SH,495970357.57,364348710.04
688038.SH,247261753.44,183798529.85
688038.SH,247261753.44,183798529.85
688038.SH,140713365.07,106470367.74
688038.SH,140713365.07,106470367.74
688038.SH,22338086.31,12968767.79
688038.SH,442916976.4,319022181.92
688038.SH,442916976.4,319022181.92
688038.SH,266721689.27,181801317.08
688038.SH,266721689.27,181801317.08
