ts_code,revenue,oper_cost
300992.SZ,383260091.78,295245636.64
300992.SZ,383260091.78,295245636.64
300992.SZ,251832816.4,192498048.89
300992.SZ,119098396.09,91586869.74
300992.SZ,119098396.09,91586869.74
300992.SZ,423583670.35,297920095.98
300992.SZ,423583670.35,297920095.98
300992.SZ,294857627.54,197478997.22
300992.SZ,294857627.54,197478997.22
300992.SZ,192979236.74,131848077.25
300992.SZ,192979236.74,131848077.25
300992.SZ,80351106.03,56839788.61
300992.SZ,386426681.79,264424079.23
300992.SZ,386426681.79,264424079.23
300992.SZ,294095923.85,207114293.55
300992.SZ,301402586.58,199237786.0
