ts_code,revenue,oper_cost
300939.SZ,805831533.03,612048127.14
300939.SZ,805831533.03,612048127.14
300939.SZ,497758350.65,388914882.95
300939.SZ,215095870.0,170360769.52
300939.SZ,824064138.71,621462703.23
300939.SZ,824064138.71,621462703.23
300939.SZ,599846188.96,450858327.87
300939.SZ,373875403.88,283807589.77
300939.SZ,373875403.88,283807589.77
300939.SZ,151168359.3,115244097.97
300939.SZ,801254947.72,582596415.48
300939.SZ,801254947.72,582596415.48
300939.SZ,572414789.75,414640154.96
300939.SZ,791178381.15,599901206.19
300939.SZ,669672551.16,518839119.19
