ts_code,revenue,oper_cost
688728.SH,5256378791.0,3486151203.0
688728.SH,3686112272.0,2487634532.0
688728.SH,1937566596.0,1331646738.0
688728.SH,1937566596.0,1331646738.0
688728.SH,6455932154.0,4617370153.0
688728.SH,6455932154.0,4617370153.0
688728.SH,4649281466.0,3409546624.0
688728.SH,4649281466.0,3409546624.0
688728.SH,2441351296.0,1747066806.0
688728.SH,2441351296.0,1747066806.0
688728.SH,1247653089.0,880956276.0
688728.SH,3690183620.0,2729075073.0
688728.SH,3690183620.0,2729075073.0
688728.SH,2193479663.0,1691503332.0
688728.SH,2193479663.0,1691503332.0
