ts_code,revenue,oper_cost
001202.SZ,507115101.18,422246974.59
001202.SZ,507115101.18,422246974.59
001202.SZ,304187355.55,245551671.63
001202.SZ,201210173.35,167285043.94
001202.SZ,975879483.48,829452323.49
001202.SZ,975879483.48,829452323.49
001202.SZ,661373501.74,565933761.61
001202.SZ,661373501.74,565933761.61
001202.SZ,471390317.92,404125403.05
001202.SZ,471390317.92,404125403.05
001202.SZ,221357341.37,195279277.68
001202.SZ,796761286.75,665107580.39
001202.SZ,796761286.75,665107580.39
001202.SZ,442588286.05,376953770.44
001202.SZ,225172584.22,193085050.67
