ts_code,revenue,oper_cost
920237.BJ,255665016.01,180706247.97
920237.BJ,163060875.51,110383290.7
920237.BJ,60516931.16,41462819.44
920237.BJ,284623974.49,188389086.58
920237.BJ,284623974.49,188389086.58
920237.BJ,209388616.94,136607753.26
920237.BJ,62954052.46,41430413.67
920237.BJ,227121501.57,145223555.57
920237.BJ,227121501.57,145223555.57
920237.BJ,234004950.67,153048447.35
920237.BJ,234004950.67,153048447.35
