ts_code,revenue,oper_cost
300969.SZ,423319695.79,273739320.46
300969.SZ,423319695.79,273739320.46
300969.SZ,282656192.27,180478363.52
300969.SZ,135542767.92,84850464.82
300969.SZ,341122318.62,209584365.37
300969.SZ,341122318.62,209584365.37
300969.SZ,213458676.01,132050766.21
300969.SZ,213458676.01,132050766.21
300969.SZ,128750706.23,79203458.14
300969.SZ,128750706.23,79203458.14
300969.SZ,62283426.39,38565877.58
300969.SZ,330985178.79,201722227.38
300969.SZ,330985178.79,201722227.38
300969.SZ,321990745.88,193675643.89
300969.SZ,300928708.95,183321880.29
