ts_code,revenue,oper_cost
688345.SH,1499014020.14,1173951321.98
688345.SH,1499014020.14,1173951321.98
688345.SH,1021437436.48,796786061.8
688345.SH,455061707.7,351821380.5
688345.SH,1431068156.17,1087740145.86
688345.SH,1431068156.17,1087740145.86
688345.SH,935194680.12,707769774.79
688345.SH,935194680.12,707769774.79
688345.SH,219906163.76,160622337.71
688345.SH,1026286558.31,787524909.58
688345.SH,1026286558.31,787524909.58
688345.SH,952878455.71,763597942.93
688345.SH,952878455.71,763597942.93
