ts_code,revenue,oper_cost
688601.SH,574559125.18,357007410.1
688601.SH,574559125.18,357007410.1
688601.SH,369752833.01,239555170.69
688601.SH,166257825.71,114693799.91
688601.SH,542836665.93,383776764.08
688601.SH,542836665.93,383776764.08
688601.SH,413169112.67,287913846.1
688601.SH,413169112.67,287913846.1
688601.SH,224387139.17,157045561.41
688601.SH,224387139.17,157045561.41
688601.SH,114581734.98,80489089.83
688601.SH,474579213.93,351465871.85
688601.SH,474579213.93,351465871.85
688601.SH,344343165.72,256918930.69
