ts_code,revenue,oper_cost
301218.SZ,231057807.05,174075533.51
301218.SZ,231057807.05,174075533.51
301218.SZ,168137728.73,127251876.33
301218.SZ,59800994.24,50369465.67
301218.SZ,59800994.24,50369465.67
301218.SZ,524370122.5,387646935.95
301218.SZ,524370122.5,387646935.95
301218.SZ,524370122.5,387646935.95
301218.SZ,524370122.5,387646935.95
301218.SZ,271187013.45,203049343.16
301218.SZ,209500633.41,159544790.67
301218.SZ,34284874.83,26825179.4
301218.SZ,467794435.02,341393782.6
301218.SZ,467794435.02,341393782.6
301218.SZ,409512189.81,299599806.04
301218.SZ,409512189.81,299599806.04
301218.SZ,290377372.49,219105461.71
