ts_code,revenue,oper_cost
605133.SH,813175819.4,597962040.99
605133.SH,813175819.4,597962040.99
605133.SH,559373331.36,400534908.46
605133.SH,287024996.09,204335076.15
605133.SH,991129734.34,673353845.69
605133.SH,991129734.34,673353845.69
605133.SH,660056539.69,434244296.88
605133.SH,385748823.54,255803349.54
605133.SH,385748823.54,255803349.54
605133.SH,174559509.65,119253658.48
605133.SH,990872197.71,645060333.48
605133.SH,990872197.71,645060333.48
605133.SH,701610648.74,462162294.21
605133.SH,880143743.53,566059527.48
605133.SH,880143743.53,566059527.48
605133.SH,682251201.23,436339088.68
605133.SH,682251201.23,436339088.68
