ts_code,revenue,oper_cost
300942.SZ,431072994.36,104564378.91
300942.SZ,330490442.36,74712530.84
300942.SZ,146917926.77,23425616.63
300942.SZ,258455671.51,63668193.94
300942.SZ,258455671.51,63668193.94
300942.SZ,186494430.62,38898660.95
300942.SZ,131586778.83,25686691.48
300942.SZ,131586778.83,25686691.48
300942.SZ,72209692.72,11324304.36
300942.SZ,239178001.68,65859668.96
300942.SZ,239178001.68,65859668.96
300942.SZ,143905816.76,40622644.47
300942.SZ,204933431.78,64790335.39
300942.SZ,137887788.64,33796917.59
