ts_code,revenue,oper_cost
001211.SZ,602727949.85,379163182.03
001211.SZ,383358646.72,238024122.96
001211.SZ,206312140.68,125221938.43
001211.SZ,206312140.68,125221938.43
001211.SZ,833961501.05,518532040.52
001211.SZ,833961501.05,518532040.52
001211.SZ,493048667.37,309766102.28
001211.SZ,493048667.37,309766102.28
001211.SZ,287181928.96,177651394.98
001211.SZ,287181928.96,177651394.98
001211.SZ,130589916.25,80627842.34
001211.SZ,717755797.46,462961063.15
001211.SZ,717755797.46,462961063.15
001211.SZ,608046510.41,393844809.05
