ts_code,revenue,oper_cost
688195.SH,219078879.65,143754030.18
688195.SH,134417778.91,91020308.94
688195.SH,56510348.18,38665874.03
688195.SH,269250053.18,154700996.69
688195.SH,269250053.18,154700996.69
688195.SH,201694622.58,115933764.91
688195.SH,201694622.58,115933764.91
688195.SH,123731418.44,69134153.38
688195.SH,123731418.44,69134153.38
688195.SH,48834559.44,27075256.69
688195.SH,179025927.88,103026032.15
688195.SH,179025927.88,103026032.15
688195.SH,126328214.59,68654378.72
688195.SH,126328214.59,68654378.72
688195.SH,83011342.77,43393201.29
688195.SH,83011342.77,43393201.29
