ts_code,revenue,oper_cost
688328.SH,711042315.67,485600569.88
688328.SH,413516657.51,271390738.8
688328.SH,206171197.56,133840313.5
688328.SH,648023211.21,397588730.19
688328.SH,648023211.21,397588730.19
688328.SH,333553179.76,199102072.78
688328.SH,333553179.76,199102072.78
688328.SH,194886163.8,115804107.27
688328.SH,194886163.8,115804107.27
688328.SH,57115749.68,34874026.07
688328.SH,471936166.13,293114005.48
688328.SH,471936166.13,293114005.48
688328.SH,455315627.99,284117791.81
688328.SH,455315627.99,284117791.81
688328.SH,308890946.18,190323666.15
688328.SH,308890946.18,190323666.15
