ts_code,revenue,oper_cost
301096.SZ,222306353.54,72596634.54
301096.SZ,222306353.54,72596634.54
301096.SZ,141262964.39,47108543.76
301096.SZ,141262964.39,47108543.76
301096.SZ,207247808.83,70851773.75
301096.SZ,207247808.83,70851773.75
301096.SZ,125312850.59,46796327.89
301096.SZ,81134363.48,30130910.33
301096.SZ,81134363.48,30130910.33
301096.SZ,156415552.36,59124494.07
301096.SZ,156415552.36,59124494.07
301096.SZ,82122055.72,37741407.28
301096.SZ,82122055.72,37741407.28
301096.SZ,25585979.13,15419440.97
