ts_code,revenue,oper_cost
003041.SZ,673322780.48,505833991.82
003041.SZ,348838560.65,258435003.47
003041.SZ,171618808.87,125393097.12
003041.SZ,171618808.87,125393097.12
003041.SZ,891421597.78,651866798.83
003041.SZ,891421597.78,651866798.83
003041.SZ,627715545.14,467245051.72
003041.SZ,627715545.14,467245051.72
003041.SZ,315448928.02,239753094.52
003041.SZ,315448928.02,239753094.52
003041.SZ,158474566.74,119749158.33
003041.SZ,1001764593.29,789862388.37
003041.SZ,1001764593.29,789862388.37
003041.SZ,1024421277.58,846111784.24
003041.SZ,916506668.31,758752844.7
