ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
301167.SZ,20260518,17.54,3.7007,3.7007,1.0,90.5537,92.5382,2.0453,5.528,5.5243,0.3421,0.3421,11200.0,7096.2671,7096.2671,196448.0,124468.5249
688525.SH,20260518,331.1,10.7192,13.8793,1.12,182.7522,39.4718,18.3144,13.7929,9.4063,,,47083.671,47083.671,36363.6231,15589403.4681,15589403.4681
688432.SH,20260518,19.74,3.1837,12.4183,1.19,117.9324,117.3163,5.4703,24.5522,22.6781,0.3024,0.3024,125030.1858,125030.1858,32053.8958,2468095.8677,2468095.8677
601133.SH,20260518,31.0,2.1312,7.4811,0.52,79.7826,85.2314,5.4069,3.9602,4.1377,0.6766,0.6766,52801.8424,52438.6744,14938.6744,1636857.1144,1625598.9064
688325.SH,20260518,123.06,4.5566,8.681,1.6,108.8939,114.0498,5.9725,21.6925,21.0168,0.7938,0.7938,8613.9015,8318.5427,4366.3231,1060026.7186,1023679.8647
301212.SZ,20260518,34.61,2.5124,8.3825,0.54,269.8321,426.284,2.7699,5.3907,5.3168,0.3467,0.3467,10800.0,9375.0,2809.93,373788.0,324468.75
603282.SH,20260518,18.11,1.5198,3.1687,0.91,25.2657,36.6395,1.8403,2.7774,3.1078,1.2843,1.2843,13382.0,13382.0,6418.4459,242348.02,242348.02
301498.SZ,20260518,45.82,3.5361,6.9059,1.02,27.2596,30.9703,3.8671,2.7109,2.6468,1.0901,1.0901,40047.284,17934.2634,9183.206,1834966.5529,821747.949
301102.SZ,20260518,10.89,0.6864,2.7457,0.78,364.0232,,1.4904,7.9921,8.6999,0.1837,0.1837,40600.0,40600.0,10150.0,442134.0,442134.0
920608.BJ,20260518,16.3,0.5669,0.8705,0.76,30.2321,29.8954,2.0686,6.889,6.96,1.8405,1.8405,6224.0,4821.8888,3140.3435,101451.2,78596.7874
920261.BJ,20260518,14.69,0.83,1.238,0.71,22.9091,21.933,2.5774,0.5702,0.5317,1.983,1.983,29113.2748,17120.05,11477.7691,427674.0068,251493.5345
688361.SH,20260518,202.65,4.2486,4.7127,1.16,1209.8464,12557.1553,13.9894,34.5593,32.9258,,,35016.3237,27686.2484,24959.5291,7096057.9978,5610618.2383
301103.SZ,20260518,18.64,1.6398,2.592,0.92,107.754,107.1389,1.5337,2.6959,2.6625,0.7909,0.7909,15802.6471,12163.3616,7695.2015,294561.3419,226725.0602
301552.SZ,20260518,30.45,4.4857,4.4857,0.79,24.2766,26.3059,3.3838,5.5651,5.6445,3.0675,3.7893,12376.0,3094.0,3094.0,376849.2,94212.3
603162.SH,20260518,19.26,6.521,6.521,0.83,38.4309,29.4037,3.8504,4.0221,3.5881,0.5129,0.2596,92784.6308,27947.1496,27947.1496,1787031.9892,538262.1013
920395.BJ,20260518,9.38,1.3969,2.3231,2.22,34.8803,39.6742,5.7213,8.4545,8.9768,1.9238,,15258.5704,10474.3564,6298.2784,143125.3904,98249.463
301565.SZ,20260518,22.36,3.0425,3.8568,1.28,114.3278,112.1191,3.6627,4.2062,4.0082,,,40001.0,12801.0,10098.19,894422.36,286230.36
001326.SZ,20260518,59.0,5.7307,6.5935,1.16,170.4459,150.8194,3.494,2.8085,2.7527,0.4746,0.4746,7320.0,2410.3329,2094.9274,431880.0,142209.6411
301606.SZ,20260518,80.77,2.781,4.9237,0.69,47.5625,42.3155,9.9416,3.531,3.2023,0.7429,0.7429,41490.9806,16499.8797,9319.3558,3351226.5031,1332695.2834
603172.SH,20260518,23.35,6.1734,18.9814,2.11,64.5358,60.0674,2.8003,5.6405,5.2066,0.3854,0.3854,13338.0,13338.0,4337.99,311442.3,311442.3
301107.SZ,20260518,27.86,2.5779,5.1792,0.9,37.6235,45.6891,2.9375,4.0019,4.0391,1.7947,1.7947,10156.342,5872.195,2922.871,282955.6881,163599.3527
688235.SH,20260518,239.2,4.017,4.017,0.87,252.4436,116.5815,11.1635,9.6467,9.0554,,,154158.3805,11505.526,11505.526,36874684.6156,2752121.8192
603230.SH,20260518,10.35,0.5635,1.992,1.06,20.9326,44.3836,1.2925,2.4166,2.8544,4.6377,4.6377,35352.3,35352.3,10000.67,365896.305,365896.305
301468.SZ,20260518,57.27,6.1242,6.376,0.64,136.4617,153.7018,3.2291,14.8218,15.3972,0.454,0.454,13011.3877,7500.2606,7204.0178,745162.1736,429539.9246
301236.SZ,20260518,40.16,2.8022,3.62,0.99,201.7007,771.1459,3.1145,1.1848,1.1485,0.2292,0.2292,103518.928,78570.9254,60819.9034,4157320.1485,3155408.3641
688636.SH,20260518,41.8,1.8707,3.1771,0.58,71.1348,65.0734,5.2036,10.2548,9.8692,0.2199,0.2392,17390.6404,16762.7405,9870.2626,726928.7687,700682.5529
688112.SH,20260518,70.86,4.8086,15.5088,1.4,79.3114,80.6388,6.8871,18.7852,17.8902,0.7179,0.7179,15959.6883,15959.6883,4948.4039,1130903.5129,1130903.5129
001208.SZ,20260518,19.06,4.7996,4.864,0.59,110.413,112.1608,4.137,2.6996,2.5804,0.2723,0.2723,63835.0432,31873.3657,31451.5657,1216695.9234,607506.3502
001209.SZ,20260518,21.9,3.5602,8.2319,0.68,136.8021,125.8345,2.1968,1.5744,1.5438,0.8929,0.8929,13152.272,9609.4636,4156.0278,288034.7568,210447.2528
001205.SZ,20260518,14.89,2.0264,2.4474,1.07,25.7713,25.4423,1.2701,1.9402,1.8981,0.7949,0.7949,18800.3534,16648.4323,13784.4384,279937.2621,247895.1569
605138.SH,20260518,7.8,1.3192,5.4408,0.75,142.6873,24.7086,1.7272,1.2658,1.2655,0.6898,0.6898,55557.1491,55557.1491,13470.3612,433345.763,433345.763
001213.SZ,20260518,3.93,0.141,0.8197,0.49,41.1539,46.6229,0.9071,1.46,1.4926,2.0611,2.0611,444444.4444,444444.4444,76444.4444,1746666.6665,1746666.6665
605580.SH,20260518,21.23,1.4881,5.6975,0.56,38.1058,37.0855,5.5381,5.823,5.3555,1.1776,1.1776,28000.0,28000.0,7312.89,594440.0,594440.0
001219.SZ,20260518,14.26,2.455,4.7153,0.73,25.0784,24.6844,2.5461,5.1004,4.9428,2.805,2.805,19498.375,19012.2071,9898.7166,278046.8275,271114.0732
603107.SH,20260518,14.34,0.9046,1.3564,0.76,30.9528,31.1232,2.219,2.1599,2.1775,2.0921,2.0921,33733.5,21817.3998,14550.509,483738.39,312861.5131
603836.SH,20260518,13.92,1.0817,2.5896,0.85,109.3368,59.8669,1.6419,0.3279,0.3309,1.0602,1.0602,20523.5237,20523.5237,8572.8973,285687.4499,285687.4499
605555.SH,20260518,16.61,2.6125,7.0384,1.34,49.4233,85.2677,2.6848,1.7881,1.7775,1.6209,1.6209,48406.904,48406.904,17967.5142,804038.6754,804038.6754
001211.SZ,20260518,58.98,8.5168,14.6893,0.63,1734.1996,,4.9188,2.6605,2.5311,0.3532,0.3532,7200.0,6699.65,3884.4427,424656.0,395145.357
688601.SH,20260518,65.2,7.6133,12.136,0.66,235.0676,338.9696,6.9887,11.3429,10.7523,0.6092,0.6092,13369.27,13369.27,8386.9482,871676.404,871676.404
688662.SH,20260518,86.7,10.9433,16.9864,1.05,194.1431,192.4072,10.3589,14.3109,14.1822,0.4036,0.4036,8824.0,8824.0,5684.7595,765040.8,765040.8
301131.SZ,20260518,43.15,3.9701,4.7089,1.03,72.0695,90.0785,2.1283,1.4526,1.449,1.2358,1.2358,5466.2433,3915.4877,3301.1705,235868.3984,168953.2943
688113.SH,20260518,45.58,1.8258,3.0315,0.84,32.5682,30.2428,2.9036,5.9003,5.5886,0.9411,0.9411,6439.7559,6439.7559,3878.5494,293524.0739,293524.0739
688681.SH,20260518,20.32,2.2877,3.5193,0.88,45.3709,42.5185,3.4266,4.2076,4.0904,0.4862,0.4862,10467.0,10467.0,6803.8385,212689.44,212689.44
688700.SH,20260518,72.85,5.8597,8.8257,0.9,179.7511,146.6374,11.5817,19.7913,18.2307,0.1371,0.1371,29840.136,29840.136,19812.0874,2173853.9076,2173853.9076
688201.SH,20260518,8.76,1.9854,3.3944,0.82,135.2574,89.3541,2.1433,5.1267,5.0249,,,31715.3816,30253.0753,17695.5226,277826.7428,265016.9396
301298.SZ,20260518,16.39,3.288,4.0637,1.51,35.6123,48.7089,2.6434,3.718,3.7482,1.7999,1.8125,14680.0,10818.3242,8753.1003,240605.2,177312.3336
301032.SZ,20260518,12.97,2.5642,4.6217,0.74,29.1503,27.8582,2.4541,1.3417,1.3416,0.771,0.771,24113.34,15987.2775,8869.9723,312750.0198,207354.9892
688269.SH,20260518,41.8,1.9941,2.6841,1.06,50.0971,40.3203,4.9628,2.6899,2.5294,1.1962,0.7177,13070.4,13070.4,9710.4,546342.72,546342.72
605365.SH,20260518,21.45,7.5392,44.9518,3.48,51.6334,67.4477,2.8317,1.5679,1.582,1.9567,1.9567,50201.2876,50201.2876,8419.6126,1076817.619,1076817.619
001215.SZ,20260518,41.99,6.94,11.7941,0.84,64.1769,63.0284,2.1948,2.1484,2.0286,,,9716.0446,9690.1642,5701.9642,407976.7128,406889.9948
605169.SH,20260518,13.43,1.6734,6.0648,0.54,31.2446,36.7261,1.884,1.2148,1.2589,1.8235,1.8235,28288.0,28288.0,7805.3543,379907.84,379907.84
605398.SH,20260518,26.94,0.8028,2.5928,0.65,271.7334,317.539,4.219,8.0202,7.9952,0.0548,0.0548,16271.6379,16271.6379,5038.2605,438357.925,438357.925
300880.SZ,20260518,23.58,3.0797,6.8373,0.4,57.065,60.6084,4.2888,7.2182,7.0866,1.9084,1.9084,19513.728,19513.728,8789.568,460133.7062,460133.7062
603095.SH,20260518,22.3,5.4544,17.7917,0.84,67.4548,86.9451,2.464,5.4112,5.9371,3.8907,3.8907,25826.92,25826.92,7917.7144,575940.316,575940.316
