ts_code,total_assets_2021,total_liab_2021,accounts_receivable_2021,inventory_2021,goodwill_2021,fixed_assets_2021,total_assets_2022,total_liab_2022,accounts_receivable_2022,inventory_2022,goodwill_2022,fixed_assets_2022,total_assets_2023,total_liab_2023,accounts_receivable_2023,inventory_2023,goodwill_2023,fixed_assets_2023,total_assets_2024,total_liab_2024,accounts_receivable_2024,inventory_2024,goodwill_2024,fixed_assets_2024,total_assets_2025,total_liab_2025,accounts_receivable_2025,inventory_2025,goodwill_2025,fixed_assets_2025
000001.SZ,4853074000000.0,4464216000000.0,0.0,0.0,7568000000.0,0.0,5195133000000.0,4769749000000.0,0.0,0.0,7568000000.0,0.0,5516388000000.0,5050528000000.0,0.0,0.0,7568000000.0,0.0,5745988000000.0,5255519000000.0,0.0,0.0,7568000000.0,0.0,5766764000000.0,5248834000000.0,0.0,0.0,7568000000.0,0.0
000002.SZ,1967403013063.62,1592472568518.44,0.0,0.0,1423920327.52,0.0,1832624105913.53,1426655627128.92,0.0,0.0,5395504311.22,0.0,1646701739373.12,1239574345996.9,0.0,0.0,5414067003.19,0.0,1357179783436.2,982821341733.23,0.0,0.0,5529130718.71,0.0,1136594565755.29,835564493176.11,0.0,0.0,5708536321.66,0.0
000006.SZ,19816739639.24,11646658927.08,0.0,0.0,,0.0,26319762216.71,18083096567.33,0.0,0.0,,0.0,28261235739.77,19922282191.35,0.0,0.0,,0.0,20889216727.6,14079430886.84,0.0,0.0,,0.0,17269311415.81,11090000819.69,0.0,0.0,,0.0
000007.SZ,428618242.3,354875266.25,0.0,0.0,,0.0,432159907.99,329725379.86,0.0,0.0,,0.0,366988114.09,256695407.23,0.0,0.0,,0.0,332221133.29,192558493.84,0.0,0.0,408421.21,0.0,370543176.5,173464010.78,0.0,0.0,7405978.23,0.0
000008.SZ,13177297356.91,6607598551.91,0.0,0.0,3024313257.1,0.0,11932091992.2,6762388644.45,0.0,0.0,2939635859.67,0.0,11086858985.23,6755172737.25,0.0,0.0,2661532584.3,0.0,10419734119.71,6961474322.64,0.0,0.0,2383080861.76,0.0,9110247697.14,6090827881.12,0.0,0.0,2244879775.77,0.0
000009.SZ,34365441991.24,19137249580.62,0.0,0.0,468672163.91,0.0,49596205059.71,31574038909.36,0.0,0.0,470527732.24,0.0,50278681050.2,29962565922.47,0.0,0.0,460089786.33,0.0,52542673678.33,31018744792.85,0.0,0.0,479391587.87,0.0,56579430334.81,33714219247.08,0.0,0.0,450688631.93,0.0
000011.SZ,13943431527.25,9632476385.89,0.0,0.0,7955840.29,0.0,14989808984.1,10611613721.95,0.0,0.0,9446847.38,0.0,15583445761.13,11103154858.81,0.0,0.0,9446847.38,0.0,16116648356.93,11605867343.0,0.0,0.0,9446847.38,0.0,15304195742.46,12048097355.29,0.0,0.0,9446847.38,0.0
000012.SZ,19427394585.0,7580240120.0,0.0,0.0,233375693.0,0.0,24859980649.0,11862330486.0,0.0,0.0,130147859.0,0.0,28880915246.0,14432102020.0,0.0,0.0,8593352.0,0.0,31909612693.0,17366352217.0,0.0,0.0,8593352.0,0.0,31269652989.0,17564570233.0,0.0,0.0,8593352.0,0.0
000014.SZ,2709127655.53,1795698187.79,0.0,0.0,,0.0,2727303619.34,1559360455.4,0.0,0.0,,0.0,2643890140.14,960145994.73,0.0,0.0,,0.0,2236341799.71,531139323.34,0.0,0.0,,0.0,2318474541.63,675562683.12,0.0,0.0,,0.0
000017.SZ,95740667.64,67895717.28,0.0,0.0,,0.0,101750042.82,75564065.1,0.0,0.0,,0.0,360582593.97,75154531.62,0.0,0.0,,0.0,372362775.22,46268555.82,0.0,0.0,,0.0,466516810.72,82464884.62,0.0,0.0,,0.0
000019.SZ,7780751320.3,3242179512.83,0.0,0.0,,0.0,7731119339.71,2999425361.35,0.0,0.0,1953790.56,0.0,7690043882.39,2871032905.01,0.0,0.0,1953790.56,0.0,7220814702.57,2377644540.02,0.0,0.0,,0.0,7011856578.62,2021139400.04,0.0,0.0,,0.0
000020.SZ,670460370.67,325024215.73,0.0,0.0,,0.0,613640331.12,261664945.36,0.0,0.0,,0.0,609760836.25,243738035.18,0.0,0.0,,0.0,658940851.51,277777083.5,0.0,0.0,,0.0,753231361.36,328305422.0,0.0,0.0,,0.0
000021.SZ,24030662706.79,12925278819.92,0.0,0.0,10313565.41,0.0,28476954235.96,16561397697.03,0.0,0.0,10313565.41,0.0,26789877169.65,14186974283.42,0.0,0.0,10313565.41,0.0,29154329448.12,15616983073.2,0.0,0.0,10313565.41,0.0,27556890716.63,11708669150.82,0.0,0.0,10313565.41,0.0
001872.SZ,170526198246.65,61098254001.26,0.0,0.0,6587100200.23,0.0,205158868331.23,78795025029.9,0.0,0.0,6372919884.13,0.0,199187448792.81,68681721668.97,0.0,0.0,6492536457.53,0.0,199960847212.29,71433694991.07,0.0,0.0,6151546892.48,0.0,203240253667.06,71174655185.92,0.0,0.0,6302911291.24,0.0
000025.SZ,1815194330.92,420745689.29,0.0,0.0,,0.0,2051711565.68,429576101.71,0.0,0.0,0.0,0.0,2428172818.83,723969014.0,0.0,0.0,,0.0,2510589248.97,681542533.92,0.0,0.0,,0.0,2650920581.07,677709566.14,0.0,0.0,,0.0
000026.SZ,4145244323.84,1177185763.61,0.0,0.0,,0.0,4097923826.65,1008610986.35,0.0,0.0,,0.0,4197497788.32,923301124.34,0.0,0.0,,0.0,4188811409.75,818158476.26,0.0,0.0,,0.0,3916579397.97,539597152.7,0.0,0.0,,0.0
000027.SZ,126861100734.36,76754274132.66,0.0,0.0,2716372228.55,0.0,144037133060.19,89745712983.62,0.0,0.0,2909828681.51,0.0,153200503191.3,95637061941.89,0.0,0.0,2883184270.6,0.0,163566712246.59,105913367042.48,0.0,0.0,3120782612.95,0.0,170982412694.22,105757651312.18,0.0,0.0,2951090488.79,0.0
000028.SZ,44855599672.17,27057333545.74,0.0,0.0,2932001316.63,0.0,47461838418.89,28514796808.75,0.0,0.0,2775645585.32,0.0,50736934574.27,30271045846.85,0.0,0.0,2746684499.01,0.0,51980855572.31,30326490342.33,0.0,0.0,2746684499.01,0.0,50558862580.68,29013188938.82,0.0,0.0,1858837313.13,0.0
000029.SZ,6181890175.11,2018574885.65,0.0,0.0,,0.0,5650584106.96,1399969930.8,0.0,0.0,,0.0,5660116336.12,1478260342.11,0.0,0.0,,0.0,6459864549.07,2674039796.85,0.0,0.0,,0.0,5210649236.93,1664443483.32,0.0,0.0,0.0,0.0
000030.SZ,14477756697.59,6107989245.0,0.0,0.0,10421262.66,0.0,15255801044.41,6999334243.23,0.0,0.0,10421262.66,0.0,16463613002.76,7976802616.84,0.0,0.0,10421262.66,0.0,16866007283.81,7893601349.82,0.0,0.0,10421262.66,0.0,18863204176.25,9062075700.81,0.0,0.0,11660120.36,0.0
000031.SZ,224098680936.13,172396281147.54,0.0,0.0,305214299.04,0.0,215103626382.18,163733083960.2,0.0,0.0,305214299.04,0.0,208198007229.28,160513213946.79,0.0,0.0,305214299.04,0.0,190856979454.51,145774494415.06,0.0,0.0,228736973.03,0.0,167278325264.09,126113552977.76,0.0,0.0,228736973.03,0.0
000032.SZ,40161958051.63,32414358129.61,0.0,0.0,91231137.53,0.0,47217280190.07,38043580292.58,0.0,0.0,91231137.53,0.0,59195718735.47,48045829161.75,0.0,0.0,146796334.15,0.0,65804757200.15,54330799171.89,0.0,0.0,140730523.57,0.0,67215083222.08,55374088248.3,0.0,0.0,157614256.2,0.0
000034.SZ,34190087865.38,27784561178.49,0.0,0.0,989082640.28,0.0,37670573442.07,30066679074.88,0.0,0.0,956502691.09,0.0,37374021470.99,28518186244.74,0.0,0.0,956502691.09,0.0,44969354641.15,34916010991.56,0.0,0.0,1325841284.83,0.0,50371324408.4,38471053455.31,0.0,0.0,1391665612.71,0.0
000035.SZ,53020205264.6,40455716744.15,0.0,0.0,5334963131.44,0.0,25565418775.72,15071116161.72,0.0,0.0,150416951.14,0.0,27627097178.58,16903933234.77,0.0,0.0,146342712.58,0.0,29366213262.75,18247484423.24,0.0,0.0,146342712.58,0.0,32407606012.26,21264466534.01,0.0,0.0,139632682.72,0.0
000036.SZ,9783897574.2,4104239500.15,0.0,0.0,,0.0,9007561982.85,3007833252.71,0.0,0.0,,0.0,8079785135.27,1927751659.38,0.0,0.0,,0.0,7694118580.32,1742225598.6,0.0,0.0,1480661.74,0.0,7642941030.97,1688586559.96,0.0,0.0,1480661.74,0.0
000037.SZ,3236910312.46,1198891785.43,0.0,0.0,,0.0,2851741667.36,1434001800.95,0.0,0.0,,0.0,1974359583.85,617957977.48,0.0,0.0,,0.0,2034306446.49,666921181.34,0.0,0.0,,0.0,2011510732.33,509122730.93,0.0,0.0,35708.95,0.0
000039.SZ,163697302000.0,100480246000.0,0.0,0.0,2264094000.0,0.0,155284547000.0,94169165000.0,0.0,0.0,2290301000.0,0.0,156591030000.0,91835853000.0,0.0,0.0,2634490000.0,0.0,180854440000.0,113646922000.0,0.0,0.0,2768016000.0,0.0,175252043000.0,106232575000.0,0.0,0.0,2612107000.0,0.0
000042.SZ,43288580779.48,34908218816.07,0.0,0.0,0.0,0.0,37679140805.85,29211161638.45,0.0,0.0,0.0,0.0,35005109212.99,27444403446.7,0.0,0.0,0.0,0.0,30820356952.23,25783060651.03,0.0,0.0,0.0,0.0,34563900371.15,31477543045.73,0.0,0.0,0.0,0.0
001914.SZ,16705084640.11,8233240859.81,0.0,0.0,2565188788.24,0.0,18531775694.02,9307540039.48,0.0,0.0,3275976047.78,0.0,18583256868.34,8773701773.51,0.0,0.0,3193971718.64,0.0,19046425591.44,8684448842.17,0.0,0.0,3193971718.64,0.0,19324582359.51,8323063949.61,0.0,0.0,3193971718.64,0.0
000045.SZ,5449740850.61,1456877617.68,0.0,0.0,,0.0,5582145871.05,1552357555.85,0.0,0.0,,0.0,5741166019.48,1641166546.08,0.0,0.0,,0.0,5527271795.68,1326214426.61,0.0,0.0,,0.0,5280926451.53,1000149697.39,0.0,0.0,0.0,0.0
000048.SZ,12241093812.61,9691538330.3,0.0,0.0,,0.0,16450446752.63,14613657059.06,0.0,0.0,,0.0,12962781501.38,9563536228.18,0.0,0.0,,0.0,11114931393.06,6919885410.56,0.0,0.0,,0.0,10491526764.03,6211345218.07,0.0,0.0,,0.0
000049.SZ,10039054783.11,6913358451.38,0.0,0.0,,0.0,12223278820.07,8254190754.69,0.0,0.0,,0.0,13658529596.71,9287033907.1,0.0,0.0,,0.0,16958209501.92,10507759599.35,0.0,0.0,,0.0,17348393666.09,10731306220.82,0.0,0.0,,0.0
000050.SZ,78088579683.06,43326613343.22,0.0,0.0,269187155.79,0.0,79708677846.39,49361023462.14,0.0,0.0,268127323.88,0.0,81941346525.5,52696029418.24,0.0,0.0,268016411.24,0.0,80262547974.58,50992670309.68,0.0,0.0,267532612.39,0.0,77262504146.42,47488573786.21,0.0,0.0,267384728.86,0.0
000055.SZ,11645248113.19,5936592812.28,0.0,0.0,,0.0,12513664577.39,6762159325.35,0.0,0.0,,0.0,13057370426.44,7028918620.09,0.0,0.0,,0.0,13551728991.52,7458453553.17,0.0,0.0,,0.0,13127366916.75,6989581200.36,0.0,0.0,,0.0
000058.SZ,6011869831.13,3476402858.07,0.0,0.0,61307605.6,0.0,5286984169.67,2797668728.61,0.0,0.0,71041012.43,0.0,5344571317.07,2749591692.95,0.0,0.0,70827727.55,0.0,5070950787.59,2581905247.32,0.0,0.0,68855697.76,0.0,5045857582.25,2529828059.71,0.0,0.0,60371913.01,0.0
000059.SZ,30668452633.69,16152131335.22,0.0,0.0,,0.0,31040387371.33,15960378314.85,0.0,0.0,,0.0,28641252763.39,14107868240.39,0.0,0.0,,0.0,27253666140.88,14199856995.91,0.0,0.0,,0.0,24472045387.83,13736822837.89,0.0,0.0,,0.0
000060.SZ,26915674944.34,13227884970.73,0.0,0.0,140882354.35,0.0,31753777755.28,16373046591.77,0.0,0.0,140882354.35,0.0,45419816626.47,28773343071.11,0.0,0.0,140882354.35,0.0,45153638422.19,27894401089.47,0.0,0.0,140882354.35,0.0,50480673402.03,33030879962.58,0.0,0.0,140882354.35,0.0
000061.SZ,20610219930.51,13170635039.2,0.0,0.0,8178977.96,0.0,21456439423.42,14018161879.97,0.0,0.0,8178977.96,0.0,21327451721.3,13508819588.61,0.0,0.0,8178977.96,0.0,20551881360.73,12639380089.43,0.0,0.0,8178977.96,0.0,23900392306.82,12905650624.8,0.0,0.0,7867388.54,0.0
000062.SZ,14727309265.46,8090120202.46,0.0,0.0,1848430927.27,0.0,15018621568.38,7408123765.9,0.0,0.0,1848430927.27,0.0,16700111807.6,8644765684.02,0.0,0.0,1848430927.27,0.0,16564322437.91,8489487266.36,0.0,0.0,1833694359.84,0.0,16659640132.87,8870731293.62,0.0,0.0,1710439233.78,0.0
000063.SZ,176587614000.0,123931638000.0,0.0,0.0,186206000.0,0.0,181163386000.0,122694387000.0,0.0,0.0,,0.0,189057761000.0,122262312000.0,0.0,0.0,,0.0,199694343000.0,127058767000.0,0.0,0.0,14425000.0,0.0,214657778000.0,139274683000.0,0.0,0.0,14425000.0,0.0
000065.SZ,19990252003.54,13251375015.04,0.0,0.0,14150171.44,0.0,22271454501.11,13742764621.51,0.0,0.0,14150171.45,0.0,21712426836.24,12567503373.5,0.0,0.0,14150171.45,0.0,24047810732.27,14184756663.26,0.0,0.0,14150171.45,0.0,25279563333.27,14377238691.27,0.0,0.0,16932911.33,0.0
000066.SZ,32221050345.64,22034005295.38,0.0,0.0,22956025.29,0.0,33481440608.93,19082273776.04,0.0,0.0,24922991.76,0.0,33155011025.38,19127506679.56,0.0,0.0,25286458.95,0.0,33937201191.52,20734820336.57,0.0,0.0,24849967.65,0.0,31881350693.18,19644812697.29,0.0,0.0,25158322.3,0.0
000068.SZ,3954553409.48,3224604396.99,0.0,0.0,3115388.01,0.0,4261183695.56,3639543810.86,0.0,0.0,1088001.71,0.0,4126838370.52,3322507491.01,0.0,0.0,,0.0,3822624392.49,2843903799.88,0.0,0.0,,0.0,4021986635.6,3023882070.32,0.0,0.0,,0.0
000069.SZ,481214434290.78,363771687100.35,0.0,0.0,76172996.31,0.0,465906234535.01,346881411374.33,0.0,0.0,65903374.03,0.0,390117265720.51,299628481057.23,0.0,0.0,63484720.88,0.0,345683082320.14,263413184476.26,0.0,0.0,62857743.26,0.0,305710399561.44,236117882751.15,0.0,0.0,62857743.26,0.0
000070.SZ,8926976817.72,5417129255.4,0.0,0.0,501933836.51,0.0,8043754794.4,5629546445.93,0.0,0.0,501933836.51,0.0,8258456581.35,5528973861.27,0.0,0.0,494822232.75,0.0,8374211811.88,5908785092.41,0.0,0.0,303013866.46,0.0,7306765968.22,5189281022.36,0.0,0.0,191860342.67,0.0
000088.SZ,13494193181.59,3299683681.2,0.0,0.0,,0.0,16087430052.76,5372452698.14,0.0,0.0,,0.0,16884239008.31,5550864176.69,0.0,0.0,,0.0,22750998607.49,7732834590.89,0.0,0.0,,0.0,24135717391.73,4444974326.41,0.0,0.0,,0.0
000089.SZ,19874178236.28,7927912514.7,0.0,0.0,,0.0,25745942808.15,14789827160.91,0.0,0.0,,0.0,25008484198.5,14148310439.92,0.0,0.0,,0.0,24483164231.89,13243283053.32,0.0,0.0,,0.0,24074714514.6,12483232064.08,0.0,0.0,,0.0
000090.SZ,57240191686.53,45631163429.55,0.0,0.0,16489992.1,0.0,67179809613.76,53594985905.16,0.0,0.0,16489992.1,0.0,67174905994.35,52546036223.02,0.0,0.0,50313504.98,0.0,68801152708.38,53908945284.34,0.0,0.0,50809598.3,0.0,63347426573.68,48462813304.32,0.0,0.0,50809598.3,0.0
000096.SZ,3114614401.83,168048049.64,0.0,0.0,132619611.85,0.0,2773589983.47,165924263.06,0.0,0.0,132619611.85,0.0,2817528953.36,166700645.57,0.0,0.0,132619611.85,0.0,2952004017.52,189686030.92,0.0,0.0,132619611.85,0.0,3346167710.31,546233435.88,0.0,0.0,133487997.91,0.0
000099.SZ,6645807552.72,1707931365.87,0.0,0.0,165558.08,0.0,6432710536.15,1379671596.17,0.0,0.0,,0.0,6200725429.38,1013083507.69,0.0,0.0,,0.0,6564426047.21,1207570781.05,0.0,0.0,,0.0,7787725241.34,2211904909.62,0.0,0.0,,0.0
000100.SZ,305386375811.0,197510634203.0,0.0,0.0,9125488681.0,0.0,347011613569.0,225220778855.0,0.0,0.0,9173261286.0,0.0,389212032795.0,244041313297.0,0.0,0.0,10385265330.0,0.0,393795228854.0,257182269426.0,0.0,0.0,12139929725.0,0.0,381651399603.0,257931833875.0,0.0,0.0,11962253652.0,0.0
000151.SZ,2166101091.45,1312444324.6,0.0,0.0,,0.0,4095990554.41,2685926331.1,0.0,0.0,450617366.44,0.0,3769517291.8,2629317696.88,0.0,0.0,244842213.49,0.0,2715855095.74,2094778868.99,0.0,0.0,131587871.37,0.0,2197571201.42,1965098105.52,0.0,0.0,,0.0
000153.SZ,3767473524.33,2232586373.98,0.0,0.0,11512714.19,0.0,4069910557.99,2327433998.26,0.0,0.0,7919738.93,0.0,4155140857.03,2264661084.65,0.0,0.0,7919738.93,0.0,4664424666.33,2642217662.71,0.0,0.0,7919738.93,0.0,4968400794.45,2842428116.17,0.0,0.0,7919738.93,0.0
000155.SZ,11487411929.11,5797584315.03,0.0,0.0,,0.0,19268557806.39,11028209839.55,0.0,0.0,1877160.08,0.0,21307744850.79,11650922693.57,0.0,0.0,1877160.08,0.0,25123705384.41,12618524196.08,0.0,0.0,1877160.08,0.0,28263011477.37,15571429435.6,0.0,0.0,1877160.08,0.0
000156.SZ,24067248992.45,9849995365.76,0.0,0.0,533506831.0,0.0,25862397673.42,11139717677.41,0.0,0.0,535910399.0,0.0,28722132309.39,13673436504.05,0.0,0.0,535910399.0,0.0,28366511237.74,13226481777.47,0.0,0.0,535910399.0,0.0,29626975141.07,14280112895.41,0.0,0.0,535910399.0,0.0
000157.SZ,131460277258.54,73761796571.97,0.0,0.0,2000418478.84,0.0,127258147949.22,71704284148.13,0.0,0.0,2518943988.36,0.0,136730233792.0,79899633648.23,0.0,0.0,2627433365.42,0.0,128665701749.82,68511644427.31,0.0,0.0,2671337419.68,0.0,131105845143.43,70535701063.24,0.0,0.0,2763648508.13,0.0
000158.SZ,14428526987.48,8463397264.94,0.0,0.0,2083666439.13,0.0,15465805001.06,9467119115.62,0.0,0.0,2033839939.13,0.0,15117999600.72,9324930332.91,0.0,0.0,1987774628.39,0.0,16573553219.98,11054315400.82,0.0,0.0,1951962620.62,0.0,17365030217.46,12106612289.82,0.0,0.0,1911998620.62,0.0
000159.SZ,3185508614.61,943064178.67,0.0,0.0,54556995.37,0.0,3175530243.14,584740468.06,0.0,0.0,809589678.87,0.0,3474647325.61,1054326447.35,0.0,0.0,809589678.87,0.0,3554648800.88,1546600879.62,0.0,0.0,755032683.5,0.0,3597362233.17,1559373579.43,0.0,0.0,755032683.5,0.0
000301.SZ,102381768537.52,78794944611.67,0.0,0.0,694977494.4,0.0,154962003175.74,122876390002.58,0.0,0.0,694977494.4,0.0,187260488875.27,149629185787.6,0.0,0.0,692058513.24,0.0,208026674169.74,174574891337.37,0.0,0.0,736561153.1,0.0,212802706854.96,175058895165.52,0.0,0.0,736561153.1,0.0
000400.SZ,16743071364.96,6754524542.41,0.0,0.0,,0.0,17981352724.66,7169169069.53,0.0,0.0,,0.0,20969127110.97,9214515744.26,0.0,0.0,,0.0,23578403919.62,11124366596.31,0.0,0.0,,0.0,26302251745.83,13275513358.37,0.0,0.0,,0.0
000401.SZ,61150917173.74,27393381049.85,0.0,0.0,314461729.47,0.0,62032595876.28,29090816779.37,0.0,0.0,376528664.41,0.0,62770770855.07,30924621290.73,0.0,0.0,384653251.92,0.0,60436928480.79,30322344144.93,0.0,0.0,399494636.88,0.0,58658247865.25,29088671243.72,0.0,0.0,583290138.3,0.0
000402.SZ,170116624320.98,130127342768.95,0.0,0.0,,0.0,154180587384.84,110449445950.31,0.0,0.0,,0.0,150211629791.73,109291323654.32,0.0,0.0,,0.0,133440048620.38,97029910264.58,0.0,0.0,,0.0,113752568167.68,87718126234.47,0.0,0.0,,0.0
000403.SZ,6862225572.53,639504511.49,0.0,0.0,2717794868.39,0.0,7547922275.04,942938184.71,0.0,0.0,2614611614.12,0.0,8244609207.18,1115349619.22,0.0,0.0,2614611614.12,0.0,9053216302.97,1228389449.24,0.0,0.0,2614611614.12,0.0,9575191241.62,1556024436.76,0.0,0.0,2614611614.12,0.0
000404.SZ,11882385669.13,7297721341.12,0.0,0.0,63914057.12,0.0,12684723890.82,7988265489.7,0.0,0.0,28940970.72,0.0,13361991480.07,8292853451.77,0.0,0.0,28940970.72,0.0,14272289958.85,8989019811.01,0.0,0.0,19321856.64,0.0,15157158661.91,9523649659.26,0.0,0.0,19321856.64,0.0
000407.SZ,6831196341.64,3738296479.84,0.0,0.0,1241258775.22,0.0,7208387416.68,4034764217.77,0.0,0.0,1201297853.84,0.0,6675491716.77,3500080052.07,0.0,0.0,1198342453.12,0.0,6646072802.92,3346404570.51,0.0,0.0,1195433322.6,0.0,6048150536.56,2674323765.74,0.0,0.0,1193970307.77,0.0
000408.SZ,9819658680.57,1024059216.76,0.0,0.0,,0.0,11951467904.47,1153329598.38,0.0,0.0,,0.0,13370135276.45,982465981.89,0.0,0.0,,0.0,13872178630.5,672470864.76,0.0,0.0,,0.0,16364547815.56,1275367315.48,0.0,0.0,1761341.04,0.0
000409.SZ,1022589189.89,432845567.58,0.0,0.0,,0.0,1468092735.16,827842270.12,0.0,0.0,,0.0,2472525288.64,764715502.14,0.0,0.0,160752501.13,0.0,2455759205.91,739093491.66,0.0,0.0,160752501.13,0.0,2646631931.39,826072829.73,0.0,0.0,160752501.13,0.0
000410.SZ,5320691796.87,5268939520.53,0.0,0.0,,0.0,3231014461.13,3755364172.17,0.0,0.0,,0.0,3581072891.15,2678105539.45,0.0,0.0,,0.0,3202251130.97,2333750935.09,0.0,0.0,,0.0,9629711652.96,5294874400.75,0.0,0.0,89582093.9,0.0
000411.SZ,13204617227.03,9655781925.68,0.0,0.0,129751200.83,0.0,14359856529.04,10559728721.2,0.0,0.0,128843304.46,0.0,15055776075.84,10427517004.31,0.0,0.0,202333307.07,0.0,16356800545.77,11345073944.25,0.0,0.0,237851187.88,0.0,17311818453.24,11950402865.06,0.0,0.0,275867386.33,0.0
000415.SZ,248276682000.0,206777354000.0,0.0,0.0,8279203000.0,0.0,265741619000.0,219023329000.0,0.0,0.0,9063540000.0,0.0,264620564000.0,217931108000.0,0.0,0.0,9165668000.0,0.0,267937633000.0,221434576000.0,0.0,0.0,8945583000.0,0.0,286329630000.0,240272387000.0,0.0,0.0,4427643000.0,0.0
000417.SZ,12661500485.6,7672265861.43,0.0,0.0,2119524.78,0.0,13184641973.14,7956185985.38,0.0,0.0,2119524.78,0.0,13527629191.49,8114577012.65,0.0,0.0,3292951.74,0.0,12678951933.68,6896362494.53,0.0,0.0,3288451.35,0.0,12440590408.12,6639427377.15,0.0,0.0,3288451.35,0.0
000419.SZ,5862829059.85,2545772196.32,0.0,0.0,,0.0,5251587304.28,1964804667.81,0.0,0.0,,0.0,5484485205.86,1960309817.69,0.0,0.0,,0.0,5507482109.68,1767605328.91,0.0,0.0,,0.0,5693197909.99,1870351562.35,0.0,0.0,,0.0
000420.SZ,8666700298.51,5625666166.83,0.0,0.0,,0.0,9872109902.6,5541758971.89,0.0,0.0,,0.0,10850418697.89,6465381441.35,0.0,0.0,,0.0,12041251790.42,7118323841.75,0.0,0.0,,0.0,13699054251.01,8777243307.42,0.0,0.0,,0.0
000421.SZ,11909375995.86,7967847464.04,0.0,0.0,,0.0,15236859241.02,11379528634.75,0.0,0.0,,0.0,15284632231.14,11302806377.99,0.0,0.0,,0.0,15783993258.48,11997412039.55,0.0,0.0,,0.0,10570860524.61,6567449611.71,0.0,0.0,,0.0
000422.SZ,20388522584.74,16977657903.59,0.0,0.0,1743878.83,0.0,20018220535.28,13293642763.89,0.0,0.0,1743878.83,0.0,21423473545.17,12835631543.88,0.0,0.0,1743878.83,0.0,24892922487.18,16081399749.28,0.0,0.0,1743878.83,0.0,45043471761.22,33632858863.58,0.0,0.0,9448313.72,0.0
000423.SZ,11639620035.78,1780136992.96,0.0,0.0,914991.98,0.0,12482919564.57,2394654405.44,0.0,0.0,914991.98,0.0,13186325974.3,2810028624.0,0.0,0.0,914991.98,0.0,12715273642.98,2781693939.85,0.0,0.0,914991.98,0.0,12748594101.03,2775495475.94,0.0,0.0,914991.98,0.0
000425.SZ,105249030820.74,67029694432.7,0.0,0.0,,0.0,173153829818.19,119582465361.01,0.0,0.0,1713707.13,0.0,164084046263.9,107051783172.44,0.0,0.0,,0.0,165969719812.68,105954774260.11,0.0,0.0,,0.0,179643872158.98,118305483932.53,0.0,0.0,,0.0
000426.SZ,8927410493.08,3507331489.74,0.0,0.0,193433018.87,0.0,9265175601.91,3674064108.07,0.0,0.0,193433018.87,0.0,10668501487.06,4477602801.58,0.0,0.0,193433018.87,0.0,11365354250.02,3623380203.12,0.0,0.0,193433018.87,0.0,17513385052.52,7694573992.96,0.0,0.0,193433018.87,0.0
000428.SZ,6216308809.84,4682616235.29,0.0,0.0,,0.0,5468589502.08,3921512506.83,0.0,0.0,,0.0,5006496072.59,3753972474.36,0.0,0.0,,0.0,4658576555.45,3530222198.93,0.0,0.0,,0.0,4498440997.41,3651889294.45,0.0,0.0,,0.0
000429.SZ,19024855159.67,7979314486.5,0.0,0.0,,0.0,18785966346.78,7436135536.77,0.0,0.0,,0.0,21227017215.39,9057201858.25,0.0,0.0,,0.0,22306259115.65,9293703903.11,0.0,0.0,,0.0,24209363602.65,10177355862.69,0.0,0.0,,0.0
000498.SZ,75124179542.74,59173235030.54,0.0,0.0,278490260.12,0.0,94691866978.26,73600635625.52,0.0,0.0,221317548.72,0.0,126010260034.87,98428044545.93,0.0,0.0,286801348.95,0.0,151979838227.2,117408606711.99,0.0,0.0,286801348.95,0.0,173929023222.84,132676005968.33,0.0,0.0,286801348.95,0.0
000501.SZ,29176820079.6,18827613394.06,0.0,0.0,,0.0,30595650745.65,19683362989.45,0.0,0.0,,0.0,32142241167.39,21234592411.79,0.0,0.0,,0.0,31056495869.92,20008759895.41,0.0,0.0,,0.0,31046692192.53,20090143119.48,0.0,0.0,,0.0
000503.SZ,1181350672.75,347525975.92,0.0,0.0,,0.0,1009035413.2,327241510.48,0.0,0.0,,0.0,1052356628.94,445269796.23,0.0,0.0,,0.0,1852171349.22,462537656.39,0.0,0.0,,0.0,2011841442.6,744817433.43,0.0,0.0,,0.0
000505.SZ,5701260898.37,2486835907.79,0.0,0.0,191394422.51,0.0,6594401630.56,3172414090.68,0.0,0.0,191394422.51,0.0,7358226592.3,3869448960.19,0.0,0.0,191394422.51,0.0,6824766157.93,3269945835.56,0.0,0.0,191394422.51,0.0,8497483624.29,5079001716.08,0.0,0.0,191394422.51,0.0
000506.SZ,1818496748.1,1284341159.7,0.0,0.0,,0.0,1757879180.57,1139268068.13,0.0,0.0,,0.0,2321061368.25,951521712.77,0.0,0.0,,0.0,2398179037.82,1152473256.3,0.0,0.0,,0.0,1434697079.47,782494082.12,0.0,0.0,,0.0
000507.SZ,17540687401.47,10244406182.98,0.0,0.0,1309401552.41,0.0,20576220979.63,11870628191.92,0.0,0.0,1299037647.75,0.0,20900799161.95,11667601839.39,0.0,0.0,1290620498.81,0.0,20379448143.25,10708581210.91,0.0,0.0,1292739679.04,0.0,20226656665.97,10984766845.43,0.0,0.0,1355701173.96,0.0
