ts_code,revenue_2021,oper_cost_2021,revenue_2022,oper_cost_2022,revenue_2023,oper_cost_2023,revenue_2024,oper_cost_2024,revenue_2025,oper_cost_2025
000001.SZ,127190000000.0,,138265000000.0,,127634000000.0,,111582000000.0,,100668000000.0,
000002.SZ,271485774926.48,211492085577.93,337673241644.89,271390325144.22,290308491288.95,239270394543.29,219894827698.98,199000132929.58,161388415447.04,145920289137.58
000006.SZ,2302271041.85,1249959498.12,1488893110.58,892816326.98,829287912.0,508494432.33,4827628216.97,4457907007.57,2204471396.5,1795868921.81
000007.SZ,127846672.38,100144583.47,193908164.8,166459397.52,153301309.11,125908272.72,154225694.46,124964955.22,299846720.85,265912372.4
000008.SZ,1042818140.68,679545608.57,947116269.21,585539356.29,1308227162.47,862961463.89,1089637827.6,775609742.98,1136467839.1,827729733.86
000009.SZ,12166549241.53,8449854774.89,22479591306.31,17798253838.79,24508351268.84,19640059806.1,14635780070.1,10641103618.58,16812458333.93,12345165304.76
000011.SZ,3181490688.19,1084925841.75,3140295994.52,1571679030.25,2427326213.7,1747100763.88,1317806652.07,1051029215.22,1715772065.73,1286224770.15
000012.SZ,10246839119.0,6400847816.0,10803775346.0,7693520877.0,13479933172.0,10411924063.0,11836882741.0,9579246755.0,10424014383.0,8977402336.0
000014.SZ,24345466.65,16946097.11,370864513.01,237962254.93,1227441148.26,408234573.13,325122486.13,164434883.86,20858885.51,16378767.2
000017.SZ,83243710.49,74415444.07,149163326.31,138106342.56,348502645.41,330412351.09,279461877.0,260910746.04,577674163.42,521725143.81
000019.SZ,7554357635.4,6687592540.14,6365018079.81,5565672946.93,4479404058.88,3726332418.7,3802117769.62,3138519536.94,3918475506.66,3255736166.53
000020.SZ,603532726.46,525693924.66,517642945.8,457223464.54,601785032.07,528390525.2,606267906.59,533563290.0,682950220.46,599238313.82
000021.SZ,12267669423.97,11208395192.68,12012026889.69,10661279733.75,10971402550.2,9359307077.04,10851685615.18,9050149606.38,11277843807.83,9370566925.8
001872.SZ,11387276388.2,6548603891.39,12121802022.43,6972365667.76,11755307434.7,6791358487.08,12166341002.65,6724742007.36,12761718577.69,7025113831.96
000025.SZ,386190230.03,266472232.22,672218538.92,578961353.95,1220589534.36,1074776494.48,2067381333.76,1884098705.25,1166873659.48,962319749.53
000026.SZ,4084797744.03,2549686797.59,3385434370.84,2138260571.41,3527243623.07,2256476548.22,3039766900.13,1910085181.05,2674959897.13,1715179822.86
000027.SZ,20571694048.53,15383937302.49,26787664020.8,22068130096.13,29354269307.93,22168194902.89,30414502789.66,23712693216.44,32439749870.04,25007484985.95
000028.SZ,50210017018.57,44355137220.69,54616766496.72,48342859193.78,56585864462.43,50047171308.75,56466354478.37,50326326124.65,55124490690.34,49344552244.9
000029.SZ,966663823.58,487064303.36,526354062.13,366479949.44,354316805.85,289093965.63,208232198.0,167778707.67,898853082.45,654950924.98
000030.SZ,9351941347.3,8269768049.26,9253887891.54,8556600504.5,10978960204.94,9916555095.5,11509589500.67,10148256141.12,12142924440.15,10751970722.48
000031.SZ,22128783133.76,15195010291.89,24857978647.65,17935416695.42,20698292250.87,15062078059.28,20477048415.41,15485314870.9,20647692779.68,13302227833.55
000032.SZ,27925122403.29,25074030380.82,33141670479.36,29672887840.88,38671355991.88,34502803114.58,48421683221.42,44000232761.1,33018544969.16,30378084145.68
000034.SZ,86010595812.24,82890123446.06,84499058554.25,81153549638.17,84155059026.81,80842178550.2,91571184640.35,87457116667.49,102365346044.23,98732073189.64
000035.SZ,17315204592.31,14677801602.03,3866664820.83,3131832657.32,3754772943.07,2686922023.49,4269514199.62,2860313072.97,3942265178.09,2695916127.74
000036.SZ,825708509.92,304583812.37,502089315.11,247541553.08,414867532.2,219152818.72,332192571.53,188383825.87,324043380.99,159401495.76
000037.SZ,589152619.06,594719666.85,526047208.84,630962703.5,454106390.85,443453657.23,371008976.9,347115833.39,278932516.41,237145015.81
000039.SZ,118242302000.0,96846228000.0,109133089000.0,92175713000.0,95124111000.0,82101180000.0,128970687000.0,113701687000.0,117060844000.0,102747487000.0
000042.SZ,6002082033.11,4361329205.92,6060490579.99,3989182853.56,4347305070.97,2960349823.82,3862522827.46,2632517213.92,2047177975.97,1213307335.86
001914.SZ,7590930680.29,6619238141.63,9177021032.94,8084687642.34,10855909049.39,9481683455.49,12160076470.35,10785149712.15,13941662594.73,12331007885.92
000045.SZ,1672288457.42,1379262086.65,2122038324.26,1809191065.23,2317385312.76,1951681550.07,2522092622.22,2110543072.25,2465066139.24,2106711992.1
000048.SZ,2880266472.2,1297523465.37,2185780864.03,1965508472.72,9927819803.35,6024614720.25,4595020573.04,3242702782.37,3670284768.44,3029268173.96
000049.SZ,12622087641.27,11437098559.2,15511967223.23,13993044079.36,13879842201.53,12598335104.32,14956933287.69,13525062009.8,16103490012.54,14660895050.98
000050.SZ,23962168070.79,19668647003.38,24213007954.27,20898928901.97,24699671011.31,23365914098.15,24014022721.09,20808339471.68,26662703732.98,22271579511.88
000055.SZ,2440132035.71,1881981594.6,2616275080.38,2024938023.78,3216373064.13,2515865607.8,3206555034.28,2627832378.78,2559300222.38,2100436435.21
000058.SZ,1417504652.62,1093023680.53,1312587406.2,1139252432.11,1381458062.21,1048547609.95,1243637571.71,932432209.66,1217250722.03,919697159.9
000059.SZ,24872481010.06,19987444317.08,35537158439.14,28941781173.43,32970768148.07,28151770001.69,24500031616.35,22262530183.52,30290451600.3,26794358709.8
000060.SZ,32087700523.95,30115789113.76,46896513940.25,44570088080.43,52810940258.21,50297539594.14,45687727985.67,42995138141.4,48459291130.98,45819584980.55
000061.SZ,3098525798.18,2035351624.94,2871960364.96,2027382153.84,4051589600.12,2854225453.23,3730352474.27,2615729327.04,5197883938.6,4116440035.73
000062.SZ,16447907944.75,14540641836.43,18717630169.77,16740056605.15,14327660953.13,12911191670.49,16280214213.4,14937313682.56,17658030347.53,16188793243.98
000063.SZ,83825169000.0,52959990000.0,92559013000.0,57918023000.0,89393443000.0,50354035000.0,90044542000.0,53635944000.0,100519599000.0,69811475000.0
000065.SZ,7751663181.47,6758951995.91,9192669081.56,8004300221.22,14630104805.06,13149489862.39,14121636179.14,12469360654.89,9915075670.68,8503323194.66
000066.SZ,11870704100.84,9480746176.27,9491762820.44,7372210446.3,8053684683.32,6323259674.82,9605795089.25,8032362515.6,10295320410.86,8675966112.0
000068.SZ,574332833.89,492290840.15,851839779.3,768285266.29,607033584.67,597506423.75,537876969.36,523711352.68,517619667.86,478125757.26
000069.SZ,49444778538.4,34616287828.4,29281458540.15,23546219901.29,31760306179.26,24945945876.88,29329645520.58,25552678258.13,17024965478.44,15624904534.81
000070.SZ,3151769457.1,2748961225.92,2994208463.08,2566879073.45,3524322265.45,3060889954.25,3538939093.69,3039442741.07,3183522573.4,2577936401.09
000088.SZ,477199778.55,298820417.6,578610490.05,365052063.85,677634265.76,417413359.22,613151263.35,460306300.36,616142692.7,432454300.35
000089.SZ,2361215506.35,2159489432.28,2047416465.26,2769999697.87,3041871520.18,2720473049.72,3465307094.68,2736738645.09,3839498821.13,2943035752.24
000090.SZ,11696123482.41,8239897809.34,12887822553.31,9476766351.78,17633906691.42,14845976270.6,9239136891.75,7739884811.42,9959032050.29,8895085390.39
000096.SZ,1138818855.61,1019250863.95,1580955841.53,1444868168.93,1902845284.23,1764459002.54,1534844925.05,1402110161.12,1035042003.76,915782969.4
000099.SZ,1174893069.94,863945509.54,1304493345.22,1003556685.2,1408440318.37,1114747478.45,1497180609.0,1173974176.16,1632628946.24,1229736618.13
000100.SZ,120928535190.0,95426765891.0,126514861842.0,114950650732.0,133109034685.0,113643241301.0,123028497947.0,108286768520.0,135943426753.0,118592498986.0
000151.SZ,276937429.44,204617784.61,2192371478.04,1984299090.11,2250701813.02,2207562277.92,914906842.24,919007050.17,826211935.8,685964180.8
000153.SZ,2619574442.63,1811879569.1,2865476079.87,2066813682.67,3224068934.15,2376539605.19,3261422843.25,2525865523.95,3125145826.83,2578139649.75
000155.SZ,2235627482.33,1599999482.76,2362064166.71,1153106526.56,2448893222.69,1034648088.04,2277074667.79,1048871236.01,2095282061.17,1179209524.24
000156.SZ,5519614671.2,3728804728.92,6269480344.88,4308426273.06,6667486788.65,4686771325.38,6348258990.11,4328150945.35,6406782729.46,4507117996.55
000157.SZ,54427253993.35,41170620061.23,30648916221.19,24221260263.98,35514132109.66,25656918241.65,34385739092.48,24630002728.47,37155658072.99,26715348678.14
000158.SZ,6141965078.78,5602360430.62,5843402434.57,5368584312.08,4649961214.05,4083620738.71,4910279260.26,4412556129.92,5124521382.44,4554505257.72
000159.SZ,668947074.2,648568445.46,743828410.39,636084607.38,4308272804.04,4117850029.39,2432553852.23,2267128112.6,1302216482.51,1161333841.47
000301.SZ,25076808612.5,22277829435.12,46707970694.28,42638873704.1,103642442658.51,90259105607.58,108301384933.75,99004851465.5,92161591513.77,83021643353.73
000400.SZ,7534667071.54,5835640671.14,9115767552.72,7215820181.04,10663887449.02,8666969255.67,9586051242.34,7482769824.97,9453514648.58,7195876245.89
000401.SZ,26203722464.9,18964128717.92,27351153779.45,21449915394.59,22344405281.55,19102791190.58,18557200512.65,15193263184.54,18575066588.09,14662550870.56
000402.SZ,9666336351.33,7173308474.35,15510254981.59,12780304801.55,8200396017.43,7477579249.73,11686724512.75,11018196550.75,6286809072.6,5463763001.81
000403.SZ,1342202607.09,705721739.39,1493472266.77,751607326.54,1374813312.16,686742641.68,1890265336.27,935384603.19,1618146526.33,868646327.51
000404.SZ,10132521320.75,9339348963.52,9913459539.93,9028759888.76,10726190172.33,9499360458.36,9686981934.75,8446790094.3,9349032631.65,8094626437.99
000407.SZ,3216308580.46,2724748165.24,3400175488.85,2851656379.44,3259656314.15,2726134178.29,3204633579.56,2700137072.89,3042263207.86,2554245298.17
000408.SZ,2099386781.26,1043649483.61,5712583088.47,893772044.27,4189191852.89,1345449236.27,2323639964.17,1273851858.03,2401446783.35,974593881.46
000409.SZ,222737040.25,119390700.21,559008768.51,354446737.17,702864677.7,411045381.17,829897224.78,556740229.99,863553875.77,595905592.36
000410.SZ,1280291168.1,1172653448.69,1240520310.64,1050353698.6,1089420438.07,1007834463.36,1000094389.95,919580149.67,2544426900.21,2176052409.48
000411.SZ,19917742537.74,18619736615.51,22312718552.75,20875902472.68,23918021361.65,22377679623.33,24777058456.77,23124169957.22,24962502594.13,23285053015.95
000415.SZ,17505659000.0,9941127000.0,22418936000.0,13349185000.0,23200045000.0,12855316000.0,25086731000.0,13449191000.0,40283890000.0,28070618000.0
000417.SZ,4678649569.79,3222963779.13,4988437708.17,3559500363.59,5128798219.35,3709396287.6,5327696829.55,3887828967.6,5097248806.44,3814620225.55
000419.SZ,1561308397.97,1130311892.28,1441277667.76,1057610676.87,1456040167.11,1062805986.96,1283457178.56,957614592.6,1356358044.48,1046649588.89
000420.SZ,2618903304.81,2293896239.51,3031760664.84,2793368224.25,2756399041.84,2378134193.89,2798538215.4,2349273307.05,4019389628.49,3579757829.35
000421.SZ,2356790324.82,1847205553.34,3426542107.92,2963182249.69,3333498386.01,2788913549.13,3637986041.51,3149588022.66,5968318839.29,5147317892.37
000422.SZ,15474519629.55,12168255154.06,16170808727.34,12711819654.84,13702587536.36,12070284452.88,13520420467.82,11595069705.76,19166783218.61,15624203288.5
000423.SZ,2825889809.89,1055292476.48,3046497190.8,988543632.9,3428282500.66,996337694.24,4329229198.62,1120153823.18,4766370643.52,1254257305.66
000425.SZ,69795855677.5,58748655177.73,75054047079.2,59881517482.07,71670135735.65,55256944612.89,68725894620.69,52488740612.39,78157334159.19,60707877123.68
000426.SZ,1599617059.98,766197649.31,1647970202.56,897731589.02,2424657344.08,1249933854.41,3296441885.93,1176601916.26,4099425888.9,1736147446.65
000428.SZ,465609989.25,380783388.35,386766941.58,338723607.87,509093944.58,376037005.86,455069614.52,351278219.72,398103295.8,344187867.98
000429.SZ,3973832169.52,1357273128.77,3288058871.66,1096547340.94,3687828283.36,1161405077.19,3502315797.54,1112366834.79,3362508742.41,1046182622.13
000498.SZ,39098051574.83,34804618372.77,42969498634.39,38168917680.99,45563301394.23,40051558097.39,42678850073.82,37430760641.78,41353854503.99,36270040635.06
000501.SZ,5285451033.27,2933740104.68,4861230903.52,2710971199.53,5437628616.05,2894348542.88,5118774044.93,2697081690.45,4522867188.58,2256604057.91
000503.SZ,101789615.66,129747261.92,134546259.88,154920985.72,160912265.05,157322160.0,200175797.05,193333505.34,170401734.11,179182098.76
000505.SZ,8315742920.09,7776768013.4,9444673574.11,8969020009.34,8040480573.81,7821474231.65,9493366801.12,9098909635.02,6211523451.48,5902919834.91
000506.SZ,791134593.71,618278706.79,208313801.69,233472199.87,218508312.86,216920833.79,154881863.1,143334658.6,339975687.54,186555131.5
000507.SZ,4681281288.03,3883740231.99,4094196551.18,3141968711.31,4056530229.09,3056825991.93,4033586724.11,3006167038.01,3243914164.74,2335484679.07
000509.SZ,34890203.16,24502247.82,660122024.22,601147200.39,476509317.73,434910826.08,715494681.78,690877648.78,588442508.79,558829100.6
000510.SZ,2256338757.99,1713820910.09,2345368646.42,1999394392.61,2216343616.0,2076660275.3,1515254281.25,1360403173.85,1260390481.17,1128505729.21
000513.SZ,9369264787.55,3203472201.88,9488253415.41,3272527611.16,9654792568.76,3482687323.9,9081603788.36,3104994916.67,9115914290.4,3064284474.55
000514.SZ,195787504.71,145260605.33,119641234.36,112343353.94,245385728.06,188181492.92,295031640.02,225555925.09,198208010.11,162694611.59
000516.SZ,2048599881.24,1940130866.36,1913897141.34,2100513433.9,3343661725.08,3048279680.34,3606256924.42,3274876374.7,2995437323.47,2798056817.36
000517.SZ,11575564870.99,9923711795.23,10233785138.99,8180654423.23,13522615171.13,12199743380.07,17166218004.93,16030044684.8,4539462734.63,4078053505.91
000519.SZ,4848224918.7,3646545874.66,4839488171.1,3228106590.63,3007517567.32,2102869765.55,2718750588.77,2105774397.26,3424220923.49,2798106193.51
000520.SZ,655526335.57,520357433.38,745727345.47,664416664.64,741874596.34,731475039.49,755498546.74,758186997.26,548506966.09,516145508.97
000521.SZ,13915010518.02,12225814695.57,15375374318.73,13432282408.89,19167615833.84,16590072964.21,22757699848.95,20292216559.07,25392929837.63,22814651602.2
000523.SZ,2048087091.01,1759116249.16,1960577483.46,1772940543.09,2129341365.98,1845398164.72,1583815279.76,1365437047.61,1643483089.29,1373202541.16
000524.SZ,1191761917.34,968525424.63,854130609.2,699014033.1,2484914577.4,1953037820.37,3269835565.98,2653558599.83,3413576541.81,2809510857.68
000525.SZ,3034683552.92,2318140979.59,5373920335.44,3207945111.81,2652867931.99,2029982818.02,2702538124.55,2014102297.76,2327687381.06,2155125491.26
000526.SZ,2152156646.44,1506225442.15,1466968543.5,1050458177.51,1793359810.99,1175868029.7,2246816944.46,1460926741.54,2612951311.05,1728162324.81
000528.SZ,19763027285.05,16374375930.98,20033632182.57,16774786615.14,21114099914.74,16754478651.12,22855931683.88,17488665716.54,25759782744.55,20027788445.92
000529.SZ,2318736594.74,1877663091.6,2670027617.87,2342328334.44,2062847210.87,1966170544.02,1882029805.74,1801630487.97,1688654744.21,1607405365.26
000530.SZ,1751913803.14,1537686115.03,2044117549.31,1779802998.39,3602108233.69,2992350493.45,3714576184.29,3083066536.66,3613058611.7,3019327445.86
000531.SZ,2818886269.01,2475402799.77,2944996809.59,2938083308.54,3528595025.21,3001302213.79,3342850368.18,2884745368.19,3182718297.72,2571081170.22
000532.SZ,370938395.99,222825691.9,522068293.56,342030004.75,276196841.71,157746013.58,300262800.28,174583897.05,349377077.67,194221701.96
000533.SZ,1035876761.25,808509927.09,1237259324.98,994315658.77,1526809883.9,1203688958.18,1697268175.62,1326623759.02,1608463716.7,1252630252.15
000534.SZ,469317731.14,95085164.24,581328333.12,132838601.21,727106241.96,188977727.44,777326655.5,179761760.9,940601669.56,248235037.37
000536.SZ,2322087599.59,2008863361.96,2032350976.68,2063196148.63,808684918.73,1326081685.69,1316190090.93,1678692585.75,1039364516.58,1324004138.45
000537.SZ,12910218094.79,9078597156.44,2638684515.18,1134831680.42,2829346856.64,1229425198.83,2924084445.02,1192272721.15,3707131831.31,1774044006.71
000538.SZ,28362522490.0,20409736919.74,26915689706.78,19321796337.81,29688532074.44,21561766815.34,29915155069.84,21418846898.48,30654214209.01,21439589799.52
000539.SZ,28864903081.0,28089573049.0,39486353935.0,39569713687.0,45175223659.0,38606658765.0,42517459818.0,36642904335.0,37717258717.0,33385128366.0
000541.SZ,3247139939.17,2688051460.39,6409681360.22,5268102558.49,6797008003.68,5527480367.8,6887273560.82,5573521449.18,6532199832.37,5349187907.07
000543.SZ,14878507243.36,15049981487.42,18515533367.26,17937219918.21,20211342703.42,18588612140.38,22540532328.13,19774055155.54,21772671545.11,18143425952.56
000544.SZ,3706610089.7,2725939227.31,4239508617.99,3181569016.6,5256436122.45,3534924660.68,4087768545.43,2123822900.41,3899811796.7,1862235040.54
000545.SZ,1880141471.23,1470630498.25,1929405753.41,1756533220.83,1693760316.09,1667107009.84,1624394349.23,1535280692.93,1239757557.98,1270046519.41
000546.SZ,7192661181.89,6413088978.84,4387170382.33,4115974603.1,1540300365.68,1498620817.64,4491423849.09,4462669925.23,6744826437.73,6979305033.87
000547.SZ,3206854113.16,2112947629.92,2470355238.76,1612964525.58,1563909644.64,1299876361.32,1190189186.44,1063178407.19,1697143649.31,1610733383.0
000548.SZ,271905635.43,137395119.92,244672674.12,121388349.81,321707604.73,162557345.75,514211802.51,307127561.27,378476302.44,208471989.53
000550.SZ,25491054253.0,21552830774.0,22031617358.0,18870567493.0,23508145170.0,19895543278.0,27730616481.0,23887027088.0,27288525392.0,23456492984.0
000551.SZ,2687473438.2,2113549858.12,3053263067.82,2402894244.83,3202527511.07,2513772231.18,3356415470.26,2576167479.35,3122913325.17,2317674881.31
000552.SZ,3517431320.39,2429243211.99,4284776701.34,3014308908.83,8605925907.13,5521287561.23,7801374503.95,5254097678.11,6119459780.35,5237209349.91
000553.SZ,22488364000.0,16143819000.0,28077814000.0,20838317000.0,24660104000.0,19435730000.0,21523293000.0,16748146000.0,21678425000.0,16004956000.0
000554.SZ,2005293983.49,1796923687.48,2508953174.73,2309466546.47,2692983235.38,2463777197.68,2537147488.16,2254640801.59,2395185433.94,2002109803.9
000555.SZ,7091612117.91,5804781942.91,7175030999.25,5940368068.84,6617667766.19,5513124767.6,6679743855.82,5770938576.51,8673272847.89,7674811631.48
000557.SZ,803787993.99,534905296.43,1634288576.61,1314906839.51,1198953732.43,927951570.88,994676102.97,719311765.82,984545005.36,801461536.9
000558.SZ,107396370.26,96559374.37,58626557.35,44627019.08,120459798.41,75353097.5,133641391.7,92055404.53,226280801.59,164718111.88
000559.SZ,10514327953.48,9162168714.93,11109458992.01,9764167984.81,11084126421.9,9481534826.67,10847159122.9,9096075475.21,10405633648.64,8602789021.57
000560.SZ,8946411147.22,6341627201.63,8885112317.17,7949928993.55,9072626556.58,8123999630.28,8762299213.6,8117002580.67,8165332883.31,7423711655.06
000561.SZ,831099909.38,470155398.86,825519156.14,468084163.06,771948474.88,470708676.95,715433149.54,462492016.14,1025104268.23,660264497.67
000563.SZ,1474287319.87,,1271232081.7,,1917451056.65,,2016284164.67,,2161059842.35,
000564.SZ,1301065336.59,743208099.98,1019526650.23,563918372.27,1039864478.66,622350750.74,1130841611.57,830053927.67,1208961750.66,834214876.91
000565.SZ,359506128.66,245189195.45,350809415.64,266971607.64,376956324.81,275338433.92,267994120.17,204151594.68,286951312.31,213372565.82
000566.SZ,1499550598.88,893058366.67,1474222452.43,886539061.1,1252651828.58,793862588.68,804727228.88,524945670.96,639683832.92,475305790.5
000567.SZ,392571436.11,,786433713.89,,949859877.21,58374810.05,855752295.69,9163299.52,457469792.74,3063665.88
000568.SZ,14109824614.36,1933662885.73,17524835252.45,2316985816.71,21942722318.53,2534606065.52,24303555187.3,2810818847.64,23127459902.13,2980340788.02
000570.SZ,1981354126.38,1709842352.28,1723822161.11,1528285603.14,1809074804.85,1550178804.98,1957966927.25,1640211081.77,2062380205.71,1833062266.84
000571.SZ,810911234.81,530697176.14,1051764862.35,490937035.86,818901276.86,476166949.54,571706702.52,381960864.26,394581434.73,281597459.79
000572.SZ,1150412384.19,922105736.62,1730022668.12,1453724975.65,1913682370.52,1715818822.2,1045991047.83,960486813.63,1253563137.6,1172429837.2
000573.SZ,959400467.89,638172228.19,759864320.01,688564011.15,272077292.52,230403311.01,416825947.97,385876625.47,361987083.67,339069273.49
000576.SZ,464648300.01,296971355.62,294696138.12,120523930.95,278004392.6,120004707.11,278380642.97,126409979.09,361143878.08,196730176.16
000581.SZ,12374064752.07,10350104219.1,10094925974.98,8348707122.71,8342202428.93,6989727032.5,8217398122.23,6757666085.75,8499066423.01,6985416639.89
000582.SZ,4121456943.99,2636323243.56,4554324144.47,2992147358.61,4895682728.6,3205646141.2,4902091246.8,3377984633.85,5535299448.28,3802182139.66
000586.SZ,327938122.48,196776570.71,309244766.63,208185051.31,346837648.56,236197403.26,276864155.7,191403701.32,360957412.55,238668241.53
000589.SZ,5393856861.32,4532961089.85,6251537340.18,5281862335.64,7037114634.4,5495985513.49,7842853831.55,6385369591.23,7956058652.92,6571352650.31
000590.SZ,216410081.19,96410537.5,371821645.67,250305973.21,274629835.65,130212461.7,216231190.77,116313531.97,224815751.88,119899263.37
000591.SZ,5205038563.68,2895515466.76,5889828909.8,3511110502.95,6444063534.7,3819327219.55,4773160180.42,2460859156.14,4101191056.08,1981071846.73
000592.SZ,1153862791.12,1032786617.06,828743751.3,758587101.39,890168036.77,826064228.02,1184319582.67,1065974370.06,1029841035.25,944809033.57
000593.SZ,1077502103.52,895481626.11,1051027407.89,890386078.46,1159013088.47,981024111.76,1279354290.3,1113397823.23,1299316376.16,1144425031.44
000596.SZ,10102272382.54,2419835477.14,12764649465.86,3011925609.0,15952670483.87,3343855826.63,19068608990.68,3869357163.03,16424640732.91,3306795997.53
000597.SZ,6105215984.83,3715290480.02,6569422153.84,4030534782.17,6403932985.84,3782424782.39,6133512515.79,4015426869.88,5478085124.55,3559122924.57
000598.SZ,4518875262.95,2501092490.34,4941660478.23,2699431179.61,5690683745.78,3233713013.47,6212609988.95,3432006454.52,6547780277.56,3411476259.97
000599.SZ,3106210383.73,2924921610.89,3035463181.92,3015193467.67,3471528699.19,3209425572.27,3321827833.28,3001939758.8,3491805464.49,3321430356.7
000600.SZ,10727285400.99,10498760240.3,13834066770.93,12013709306.14,13269183379.0,11795286482.63,15771481487.56,13362651765.01,16482323131.79,11976915330.47
000601.SZ,3162815560.97,2504096996.33,3011731838.62,2386506697.8,3395773730.08,2848608350.24,3363302748.7,2671428740.07,3643623616.9,3024213953.59
000603.SZ,965296051.45,348243292.95,1219172796.45,628335290.86,1503447669.31,1045029903.89,1396930504.38,789641487.97,1652413539.7,728925179.31
000605.SZ,1194928071.77,892191790.89,1172117903.6,914010218.05,1190244484.01,923619454.99,1202847148.3,900994917.87,1135496907.59,881555053.91
000607.SZ,1359418292.55,1064790067.5,1217988090.94,949918260.01,1240214889.18,1007353921.12,1066556496.79,852590389.78,815007726.23,693394522.4
000612.SZ,3865486602.32,3025280356.45,4951985047.18,4715999049.47,4662188237.5,4274641317.99,4788611415.83,4186116513.73,4981543883.45,3940194824.96
000617.SZ,539202315.17,354116872.86,546464415.97,387454227.34,554887514.53,421207074.09,598971156.42,455387829.81,682496818.79,509858464.81
000619.SZ,3916440204.96,3632163327.74,4113387123.76,3756556002.09,4275529672.02,3884572122.77,4087624638.17,3748740652.34,3655374690.14,3333190113.12
000620.SZ,3830664588.14,3269412019.56,3117998898.25,2603976866.54,2673070161.59,2454698647.77,2264078669.87,1732825752.17,1168650247.66,1089838388.66
000623.SZ,1598367824.71,758251364.31,1912824062.19,951850070.14,2353825012.18,1166984862.5,1909509716.25,1162440815.89,1640314517.6,869107370.81
000625.SZ,79199506065.57,66604208009.79,85351624483.14,68008209463.37,108206319432.68,88857555945.59,110959596291.71,94999292984.17,114927486616.98,97697149410.25
000626.SZ,60078565970.03,59303016728.73,61661629248.21,61235330554.28,65194136432.78,64854041463.48,66602868581.8,66164760043.93,63483685568.86,63245674321.44
000628.SZ,4435855685.25,4033732180.63,4132070482.75,3755041303.16,4505883732.16,4001779774.66,4656639121.45,4197968135.25,3522248603.04,3134326816.26
000629.SZ,10949471928.33,9200007630.74,11387232363.26,9346735036.6,11156329645.45,9573816776.78,10473638780.51,9752154171.39,6531738459.82,6078886780.02
000630.SZ,100722475745.46,95248197931.42,88681548207.1,83840040416.78,102594662281.86,94729096565.9,106307900321.94,98256064077.82,121892999631.35,113176777924.21
000631.SZ,215337457.22,115261957.38,208476909.33,104327384.77,1786909234.63,1457967102.78,236920000.93,162364574.78,368887857.99,267045592.7
000633.SZ,112044337.11,96619260.14,163993149.5,142111481.48,179372362.47,155644122.09,148639196.74,129306537.04,229807190.56,196490122.7
000635.SZ,1855221588.72,1546476002.85,1487489102.1,1478673151.47,1235572051.74,1485238651.72,1375988786.01,1513412138.87,1280035196.84,1425165896.05
000636.SZ,3955189341.59,2632052944.19,2918894480.95,2335318107.4,3240184339.7,2808003489.17,3572376490.83,2869359913.42,4108368709.6,3344085889.65
000637.SZ,3700014985.05,3527649325.38,5133052851.97,4894594755.64,4045214450.3,3826488290.7,2852495462.23,2710584082.68,2303616239.4,2245687940.84
000650.SZ,3659485603.28,2251271840.76,3845780533.16,2455203866.72,3818691932.62,2368282881.11,3150637679.36,1964506725.22,2833451760.31,1801340191.69
000651.SZ,138134680783.39,104799838442.59,147488959198.55,109820090729.7,155007311817.31,109674829666.14,146722377976.28,102391886085.03,137180093143.85,98168036934.67
000652.SZ,13732817698.37,13239413807.48,14333682982.79,13523465207.94,13067805178.92,12588770998.06,14365728792.72,13856279582.86,14039566038.62,13515337564.33
000655.SZ,1501683316.01,973034930.36,1127975611.63,835445317.56,1078734258.0,839515322.32,1104036326.17,911856663.11,1247292600.94,925890723.71
000657.SZ,9689543221.95,7960824461.99,9971291326.62,8303290934.7,9548032998.76,8004188116.12,10228655732.03,8708778635.67,12755273585.43,9971353138.28
000659.SZ,1179666953.03,912804278.08,1083841382.54,893540001.39,1075654571.46,816747873.86,831052831.12,685282662.16,820040253.89,676811090.97
000661.SZ,8238525234.3,1095126615.26,9646227873.97,1078916594.06,10681707158.2,1611988406.57,10387939088.74,1495915022.13,9806612946.27,1573736584.51
000663.SZ,393335337.66,252887204.64,664056115.56,336030055.05,421822499.06,252166795.7,221175412.49,203858654.24,216054635.02,193990208.61
000665.SZ,1500838258.59,1222613902.63,1458297497.48,1360316051.04,1469880475.3,1415451829.56,1309955968.18,1266421774.39,1136116051.21,1123791690.17
000670.SZ,2156790129.76,1991957565.53,2064741762.54,1911656310.56,2357489656.47,2251345506.54,2927026071.41,2778984089.18,3442674016.46,3344333256.85
000672.SZ,5691420811.95,3155887431.48,5163601226.89,3247915818.26,4877312291.59,3521857746.33,3815489988.55,2796341842.15,3598463266.51,2524036262.99
000676.SZ,4767139532.8,4330708330.77,2295586590.28,1876390030.47,2080139914.51,1644826976.25,2299835930.19,1929442474.51,3032344662.46,2543305618.06
000678.SZ,1102054721.08,940966331.84,925188472.78,857992181.91,1194170694.11,1092825778.45,1095029870.21,987303649.52,1178811878.22,1060470556.35
000679.SZ,133894837.9,98090203.12,114210741.22,86355375.79,124167311.27,92490782.66,124593941.78,95087044.25,258555220.53,212312731.4
000680.SZ,7246759875.36,6269487087.75,6526491769.88,5556430336.36,7529450214.48,6170265473.64,9836344457.69,8193514312.95,10487875015.92,8335133733.97
000681.SZ,524221572.76,209549740.45,527778474.3,231652309.1,574303392.48,269438735.74,608026727.53,326966135.19,609853843.18,349157980.58
