ts_code,revenue_2021,oper_cost_2021,revenue_2022,oper_cost_2022,revenue_2023,oper_cost_2023,revenue_2024,oper_cost_2024,revenue_2025,oper_cost_2025
600830.SH,153469410.21,27981048.79,114193097.83,41090962.99,142919969.8,42052029.13,240301584.5,88287995.26,304045544.25,133695548.07
600831.SH,1994188415.08,1376310432.84,2129788699.34,1523315838.17,1771761397.86,1194463753.03,1148032056.11,1082485209.53,893579682.21,838337594.24
600833.SH,996659724.28,819284750.72,1779159404.97,1457300642.68,1335807678.27,1083870255.77,1368880300.43,1140076016.83,1539077117.96,1288442006.6
600834.SH,249994423.62,178091347.68,245784477.71,158536918.99,269860551.01,174750442.72,434879738.06,325585840.62,419308487.51,336744626.89
600835.SH,18231984981.06,15245122690.41,16932926170.32,14236370577.86,17263435657.36,14565564876.02,15685019093.44,13213574747.63,14708751237.99,12500828194.5
600838.SH,77426671.18,59272333.38,43895542.43,33157541.54,64186719.42,47401724.44,66090905.12,53568300.56,63574500.51,48612872.29
600839.SH,72862405726.0,65904627076.92,67111803125.6,60203143614.63,70059665340.04,62088723348.08,77298112761.97,69625747391.92,81888873793.4,74215180450.67
600841.SH,21012318680.6,18738943984.66,7954907304.95,7381402644.54,6526303126.5,6095694227.9,5235569406.53,5065399099.55,4170908311.04,3884373667.43
600843.SH,2259916709.4,1681868060.43,2320761943.45,1775330177.25,2692779374.11,2053441463.62,3384972310.09,2763200470.94,3320310134.07,2803393159.86
600844.SH,756401482.52,663166753.27,759499133.62,676140601.59,649641860.35,745711098.91,586854229.49,708599988.03,687593312.78,691539412.87
600845.SH,7405051766.82,4851983698.41,7653052582.24,4822782745.69,8818257963.91,5329198416.36,9756533663.8,6238626753.75,7052425263.03,4527719440.28
600846.SH,4507367694.27,3721791837.67,2133365936.14,1817140013.0,4513509197.52,4102513287.55,2907283242.66,2585554752.88,2311963047.62,2010865891.83
600847.SH,419128293.97,361759988.03,327258700.43,304661635.96,400293783.07,362211689.26,380577295.71,358318425.98,358747119.81,343776397.62
600848.SH,4790885544.47,1991042245.53,4916918167.91,2319269089.43,3314107684.03,1142575959.51,3999696826.01,1446772107.35,3801953747.36,1671835582.82
601607.SH,160972711401.28,139260797185.25,174611918877.5,151934408923.81,197508314193.06,173545899008.19,209628733748.35,186451657820.93,215072230363.46,192652536770.53
600850.SH,6622859433.96,5657850192.43,6902783877.72,5740131528.75,6927330056.16,5590479750.47,7100051857.58,5712902426.97,7563243563.34,6232710406.85
600851.SH,1095415385.72,550293252.49,1048902061.8,521371652.98,946698652.49,506917611.28,605397522.11,258551668.86,597567422.26,251091958.85
600853.SH,11065407635.77,9767724389.95,11360708878.25,10112148720.45,10692666972.94,9336649772.87,11169121393.94,9692731229.49,10770921589.61,9330778254.01
600854.SH,218970680.72,136271599.36,264691011.14,130128472.07,147789947.96,77342737.93,75269478.87,48360650.81,80150736.15,63373814.94
600855.SH,1588905967.25,1139672960.89,1065803060.13,773053311.58,859477859.67,623323073.15,657744211.83,483311504.4,646393824.32,489448219.84
600857.SH,645508768.03,589080858.88,638433833.0,588008729.65,965510783.09,774472142.49,701432271.47,659926714.61,378585123.47,338832991.9
600858.SH,4430015526.31,2703531307.06,4459235513.12,2742651677.49,4504955353.08,2751244175.32,4450132178.0,2715717956.28,4347292984.17,2676619398.83
600859.SH,7009492709.16,4221238315.68,8466444615.75,5209901171.84,9265378023.32,5452436234.56,8499249665.03,5084689882.74,7708610673.84,4780199992.05
600860.SH,852504491.69,748967932.41,1038171882.2,899277292.01,1015753245.59,896901877.71,1114845789.14,941343609.36,1081359385.64,895452799.38
600861.SH,526640732.06,212850185.84,375911899.89,182808662.66,28736848286.35,26835650264.47,33178930438.47,31277376662.48,33806561988.38,31959966284.44
600862.SH,2850209198.13,1913837753.87,3363759414.9,2254285888.09,3622570931.35,2266258493.1,3821116880.91,2349104044.44,3761497919.7,2322935806.43
600863.SH,13164428967.28,12100168800.0,17237253279.43,14209391277.84,16984376393.94,13174351208.81,16583175663.3,12904082178.1,15051974683.61,11499049491.03
600864.SH,1056632815.44,885726296.67,991106703.8,959888779.32,1056248208.97,954069688.26,1126349930.8,971238722.99,1034730110.16,900569236.11
600865.SH,179898504.28,30713564.95,165069424.3,28762718.85,152018990.99,18243184.6,142491407.16,14368734.67,132714691.85,16288269.86
600866.SH,824883644.12,607020288.19,982756979.74,676393304.77,12728640621.9,11112991563.38,12789582475.03,10779239226.79,12077319754.43,9784893227.47
600867.SH,2455020870.24,425310181.62,2099062363.87,450791878.24,2091494803.06,443412757.34,1447720331.65,369637068.97,2179588480.01,612758504.03
600868.SH,168044224.48,109558601.0,356425648.09,227078054.01,225839888.26,131966674.13,254732306.54,159065538.33,207498370.85,159195088.4
600869.SH,14936345471.63,12889235529.4,15937204805.94,13995928559.04,17390953226.15,15197337911.36,18221725423.69,16342829492.15,20209305513.55,18370239564.76
600871.SH,46713891000.0,43785224000.0,50955067000.0,47372216000.0,55842976000.0,51917121000.0,54884740000.0,50535658000.0,55162840000.0,50517891000.0
600872.SH,3411674511.1,2283263133.86,3955910639.07,2701206222.89,3952935765.12,2665153050.4,3946069588.97,2471655035.74,3156477943.71,1918977293.18
600873.SH,16284527923.18,13515706625.69,20821165705.82,15547254606.26,20526171453.75,16739334868.73,18680785476.06,15149363557.23,18215447345.0,14342185989.36
600874.SH,3264565000.0,2281942000.0,3234017000.0,2107410000.0,3261970000.0,2093200000.0,3389425000.0,2126592000.0,3447113721.85,2217188846.26
600875.SH,32635134874.82,27058387547.07,39660516918.76,33221492550.96,43920508007.72,36276792233.37,47025411715.47,39622147025.76,54743883164.47,46321918489.05
600876.SH,2808347720.76,2008046102.68,3372956433.54,3009679416.29,4731256755.09,4186975529.97,3694749184.35,3621623027.74,2676772262.21,3037933617.67
600877.SH,993479280.3,707746217.19,1032437885.72,739068355.74,847076333.02,567032726.07,726481253.76,504563099.07,644424537.51,429868295.76
600879.SH,11006461348.99,8856343277.4,12287398273.67,9955961888.55,12958653653.24,10407945714.37,9233829083.13,7128900398.68,8835303683.34,7155629176.42
600880.SH,453978594.73,311047668.68,336759820.04,197240532.19,407354505.79,228101010.44,281738869.98,154161578.43,404876871.92,309221238.16
600881.SH,15980230398.4,12674105172.46,10696517683.72,8769442197.2,7917685557.53,6738975563.11,5239833508.85,4026119395.41,4782915960.18,3642578072.01
600882.SH,3144456103.33,1955910929.86,3829262745.33,2512703624.77,3075260865.7,2134629976.19,3594396768.27,2554481489.3,3957132737.32,2774554638.45
600883.SH,27689486.81,22823390.86,9413329.41,10790491.17,8554839.68,8272357.85,20499751.17,19175152.6,34123025.72,31501838.53
600884.SH,15711728861.51,11734334913.64,15840567383.04,11782889171.06,14709278706.11,12102032724.84,13283634838.46,11279394551.86,14809097467.19,12346401482.77
600885.SH,7564444263.75,4903952158.6,8959012675.98,5881097782.12,9930456447.23,6396492180.58,10869000223.68,7046042230.15,12914117640.41,8441809834.14
600886.SH,32310181592.77,20405991630.04,38170789627.95,24102514560.34,42548712586.17,25890235182.05,44395208099.42,26654161770.79,40572491647.42,22920777773.5
600887.SH,84674219328.57,53507929583.69,93499819324.92,63016939026.56,97090826912.59,65145504422.02,88732934445.43,57848045608.41,90340548118.19,58429607227.03
600888.SH,6173997019.73,5418884687.11,5951926178.75,4828307341.06,4859701966.68,4064228741.57,5504533150.73,4837087676.31,5957217343.87,5426304149.23
600893.SH,18342892686.26,15694262722.14,22411907071.93,19782469616.19,26307566634.82,23124985550.95,25956397704.3,22832140346.03,22912209398.24,20450590917.24
600894.SH,5771253704.24,5091104398.82,5362215056.3,4727060468.26,5363344625.03,4623303782.77,4943763948.09,4202862705.22,4817123712.95,4069312530.66
600895.SH,1685600356.05,527877489.56,1630421375.17,639464000.03,1746355163.87,594749513.23,1682512627.12,697348205.84,2003710164.33,1204808824.61
600897.SH,1017326701.69,767555616.73,755863506.02,730644188.84,1247558905.39,832000182.51,1420473191.9,908644062.88,1522929322.1,946991400.21
600900.SH,40448219538.21,16249877991.43,41269459721.8,16085242262.61,57855135654.42,24361853612.08,66330680745.55,25741804396.77,65741285681.72,24667973077.91
600960.SH,3442688775.43,3125405358.27,3014471199.01,2777491635.73,3510470480.99,3232133453.3,3306815840.0,3058918233.69,2367473033.78,2060028626.21
600963.SH,5775858705.95,4739931788.23,6423549447.12,5337734367.57,6619936492.23,6037605577.83,5154667471.26,4798934282.21,6568312900.03,5897101949.32
600966.SH,11935984769.18,8355751342.56,13845388492.66,11601464584.08,13677738392.06,12509977668.68,13967073588.89,12469501853.01,14450147177.88,13130025865.7
600967.SH,8132454850.09,7280713151.2,10559545324.1,9480878268.27,7842684194.94,6793940497.26,7107313267.9,6285734461.86,7893888613.67,7015428748.21
600969.SH,2568465092.42,2192260035.32,2766070398.79,2400715783.93,3021455213.94,2836114253.28,3316610519.37,2845640422.32,3079087918.87,2793001938.7
600975.SH,1453929997.3,1421459863.92,2547017823.32,2661333682.94,3874066662.0,4179539139.43,5270785067.08,4976712161.0,5390194486.14,4955546553.25
600976.SH,2606024268.01,1502708008.84,2794971258.49,1601425187.41,3117619192.23,1645816152.7,2881317090.47,1642416746.1,2551934173.79,1041194624.9
600980.SH,495230881.1,356713475.48,654903787.73,502546803.73,664418118.08,491137424.32,737577510.78,533263397.85,859140201.29,642248983.67
600985.SH,48520081126.68,39452750354.14,57313951369.6,44642459196.83,55538111763.71,44389713685.41,56668894450.53,46708136109.8,31841216698.03,26363086972.79
600986.SH,10784320227.98,10182354679.22,11371216005.49,10885726509.59,8240582552.13,7738984733.38,5597993856.81,5113230906.99,5604702866.33,5113256116.41
600988.SH,2668417625.19,1803072475.89,4476018648.53,3025312011.86,5062292721.07,3504653240.25,6222830630.43,3611571936.6,8644170929.0,4331315150.76
600990.SH,1319527430.0,1055997622.78,1472429537.51,1212110669.49,1077222324.32,880611620.82,1091948353.73,910532342.35,1041269223.5,857728343.59
600992.SH,1742869957.08,1525933748.08,1723481132.61,1582240132.25,1516002785.11,1344168838.28,1509681462.84,1365035571.84,1456178225.16,1361138753.21
600993.SH,2530273255.78,1525158086.18,2785082784.85,1704371020.87,2446244490.16,1385043273.39,2791816831.37,1458123581.22,2837281856.08,1444595760.04
600995.SH,1535891994.27,1286973796.3,6391632054.37,3307666236.85,4066825180.19,2094069096.47,4519028579.88,2204754363.26,5319830922.96,2399287508.58
600997.SH,16355700010.42,12653416263.39,19630630397.94,15968736377.84,17039542362.57,14527647786.01,15589449481.95,13608193386.67,12943952074.13,11500669751.81
002017.SZ,742183954.84,537616167.39,884839605.88,622570977.53,1044989433.29,712370380.42,1064778085.14,726743038.02,960787563.06,636767914.74
002003.SZ,2370831234.37,1409623022.23,2818444341.17,1678111613.9,2904448388.83,1696637555.81,3580132361.05,2051326717.26,3632509961.3,2044744673.84
002004.SZ,8629345347.58,5247055104.63,10180991733.93,6101399697.84,8853071322.91,5273996939.37,8909836679.88,5629798504.13,9085988424.34,5723444074.29
002006.SZ,1202634404.38,948384088.67,1307801688.84,934198418.86,1119640644.41,785091670.16,1181324145.23,893471496.8,1343120973.6,943136018.72
002007.SZ,3361074602.03,1038194887.77,3602338486.2,1186771090.14,3912970763.44,1188103706.23,3490648261.92,1334425541.24,3378886377.05,1429887222.67
002008.SZ,11930042478.0,7468011767.84,10562141016.47,6706231141.18,9387371410.23,6014618607.19,10128953807.4,6654035442.91,12712822912.22,8572501854.85
002009.SZ,2978886593.33,2403553551.53,3248166448.74,2672050006.88,2753131849.87,2574226922.21,2086585758.19,1807609963.36,1964408210.44,1630878501.67
002010.SZ,25286240026.97,22789991273.05,28188647049.71,25600035532.79,25718337233.36,22966853285.56,19369916267.88,16600016061.38,18839527434.82,16041423952.63
002011.SZ,7374407756.76,6169799598.75,7256257074.58,6016466714.79,8445423720.16,6818482357.28,9335758850.23,7638040896.14,9722792687.75,7981121676.65
002012.SZ,1427778604.41,1080314928.66,1062846027.07,853494944.78,668524764.37,580499935.81,426823439.28,350220219.02,438182496.16,361691917.7
002014.SZ,2134496787.02,1650931908.67,2388997243.24,1866311650.02,2478915516.64,1863874218.56,2539455326.41,1956287801.82,2706090709.19,2101755368.87
002015.SZ,8541244376.51,6522361512.83,7896607870.99,6519879908.59,8593091766.03,7088034749.01,7552252949.6,5585017064.58,7934936149.27,5741560383.21
002016.SZ,1133914129.79,389560555.75,566629537.95,269233229.52,1234992650.72,708078267.3,721064683.54,443747113.04,1190969052.13,870386622.97
002019.SZ,3397522083.07,2020847282.25,2728866329.74,1331405844.19,2930281528.53,1447589399.3,3858211534.78,2019896584.59,3922709366.04,2046852839.24
002020.SZ,2468167432.84,1090157430.26,2800058651.27,1283491988.02,2925537429.0,1433573708.29,3208743897.71,1568830620.06,3048192079.46,1521963526.43
002021.SZ,756601972.93,645072629.06,686951736.24,577909760.03,558545267.64,465501207.39,681098683.62,565447015.59,598394029.68,487033353.78
002022.SZ,3727801760.84,1562999885.12,5382824487.5,2314573445.27,1904222528.93,1058730070.33,1350223553.61,809534413.84,1191260566.76,764646192.49
002023.SZ,601561003.58,361965427.79,691443440.01,383906755.41,731105012.28,473589440.25,911331004.08,600580217.23,1094763482.1,722474674.45
002025.SZ,3672547242.12,2424231730.06,4705773543.8,3195572075.96,5202912875.14,3368754120.71,3994746942.63,2222563723.09,4349012128.25,2998388417.51
002026.SZ,2384376904.28,1839664773.49,1912703480.55,1530205521.96,1952258895.68,1647125965.97,1614804686.24,1223835145.14,1439027703.33,1099187653.67
002027.SZ,11148130888.5,3683523327.17,7370235888.77,2880268132.08,8675229097.11,2992398317.06,9261434593.06,3128553241.06,9606726617.75,2843524432.92
002028.SZ,6122165760.62,4253088185.83,7001741569.06,5180130892.61,8580896660.31,5997352521.48,10407267185.3,7136797105.38,13826977185.8,9358040842.27
002029.SZ,2383690882.17,1314044525.33,2262461444.94,1321972629.05,2377590572.67,1201465940.7,2193801245.75,1054608077.19,2025137986.99,922789338.64
002030.SZ,5637145611.28,1389498736.07,9335814909.05,2385604623.18,842336232.83,380716762.3,591050057.91,354750208.8,503506935.73,339024438.37
002031.SZ,1638535598.62,1380739906.16,746903082.71,661204653.91,538590534.26,453797087.69,888087458.64,728352464.99,596251094.77,521248662.02
002032.SZ,15665098182.34,11614168445.52,14980773955.63,11132470895.09,15367109939.98,11463054291.0,16512360853.44,12471537662.19,16897257126.38,12891295373.42
002033.SZ,290258180.51,122692640.36,256460761.19,151160683.35,641817284.94,242588356.54,635646072.63,249411382.67,659725503.89,274260049.57
002034.SZ,2459654109.95,1641514477.3,2328862513.1,1377933706.48,2400199818.6,1477279418.44,2429125509.05,1481508228.06,2555046795.18,1500836333.66
002035.SZ,3964970855.0,2315177958.77,4259124854.28,2503437614.05,4430901003.95,2579328232.51,4575581449.41,2722684207.17,4157645421.56,2357695105.15
002036.SZ,7120835737.78,6484398427.69,7903151886.42,6987971962.39,7089575548.9,6493495591.44,7743356750.61,7005541921.61,6488634453.51,5641671534.99
002037.SZ,3936939513.95,2990948782.39,4169021630.29,3419486202.88,4986933159.37,3957855657.85,4217524291.52,3392811915.97,4604349087.89,3817022722.22
002038.SZ,913380348.89,139690491.37,826971410.27,130732715.1,776629583.53,151284359.43,540562431.05,170782084.55,458752567.68,176174549.57
600022.SH,87290934711.52,78122328351.66,76596468255.7,71923956713.94,68381745803.62,65627617821.53,64333650830.0,63281300361.66,54828465284.18,51207336289.28
600143.SH,29593491981.42,24357277872.35,29315072058.4,24727683271.89,34290560002.83,29585343137.71,40464582417.02,35519773789.76,49615734884.66,43670343378.19
600482.SH,19827579472.82,17379485403.56,25988925841.03,22901138392.29,32454171268.2,28682515329.89,36619696839.68,31927977659.42,40970849577.44,34409346956.56
600961.SH,12838932629.96,12271368241.21,12209451612.53,11678351217.32,14806316845.86,13478928203.61,14388254230.7,13077980635.23,16048295428.98,14068276111.59
600962.SH,958449422.51,828725066.08,1179115256.3,962944723.9,988220940.11,771965735.07,1132122153.56,963124574.12,1424123455.37,1216554323.22
600971.SH,4796473397.04,2805996191.62,6749159516.32,3712717316.18,5967189933.2,3017458169.25,5407956808.86,3310810600.86,3781534935.8,2957566869.61
600973.SH,31615170510.28,29648178024.59,31184672257.3,29669981950.43,33640629474.61,31849416511.53,35443862897.8,33770920138.15,37649503681.73,35940787532.27
600979.SH,1694679811.02,1138077716.24,1845558423.14,1309638888.54,2016025710.52,1460029450.58,2332756049.67,1561215431.84,2169259245.32,1581307679.25
600981.SH,37199513955.1,36016199807.78,34920049525.04,33638748434.71,34133530594.58,32812300178.4,35581721028.63,34301272069.65,38601536997.0,37461730062.6
600982.SH,3361127880.57,2961135252.9,7231469623.11,6812240962.83,5146838400.05,4729060591.39,3087656853.53,2695892674.12,2695619995.17,2174009016.58
600983.SH,3708144305.51,3333360909.48,3342148335.54,2960773181.43,2963214666.19,2506979122.83,2524448719.99,2167868618.12,3297128670.85,2728565781.66
600984.SH,3496047374.32,2250746302.99,2869165649.96,2137667325.45,2438387096.2,2120565558.74,1982153204.65,2013146987.2,1770980676.01,1936934779.73
600987.SH,7037118537.93,6171206417.01,7532158372.4,6639562516.72,7333295311.93,6376464767.47,8677934625.56,7359438024.4,8136852489.55,6677798565.37
600027.SH,78001888000.0,75339872000.0,79650516000.0,77790013000.0,90725112000.0,84447133000.0,84810782000.0,77100828000.0,95872265000.0,84248968000.0
002039.SZ,1791532008.21,771681269.55,2424051362.17,872883042.71,1552312119.68,669933149.17,1465729934.08,648090228.72,2169137653.02,791159454.08
002040.SZ,601211729.33,294139376.96,624571087.79,313572099.54,677530498.01,369123628.86,727111638.35,395547107.55,772283628.77,411682756.0
600970.SH,24995745033.89,20816421317.14,26631205682.17,22342252278.06,31509695097.38,25642907206.42,31731128090.45,25745426832.74,32997818971.31,27327585424.2
002041.SZ,512232920.06,316495732.7,563507392.71,376619117.11,653722860.97,453473818.89,578243392.83,420314837.23,513680531.14,355791107.96
002042.SZ,12715146203.86,11670052880.48,13301559301.89,12331506506.41,11052837196.4,10480981160.31,9327003257.67,8853193137.53,8873354167.25,8372604504.72
002043.SZ,6315765429.01,5245525667.04,5873459767.98,4805037783.73,5731081782.29,4650744904.98,6463827713.13,5344748123.54,6318504889.14,5206320614.29
002044.SZ,5841265476.89,3800500512.26,5750674808.63,3923130781.39,7217331650.49,4342226166.45,7140540911.69,4307721776.06,6925390135.63,4270857332.19
002045.SZ,3328257930.37,2912466046.99,4601653386.87,4081778726.14,4324367340.03,3699339274.35,5698560721.12,4912907059.23,6281073841.7,5461654475.41
002046.SZ,2519525372.72,1981786773.84,2721970276.7,2068663584.33,2042969322.68,1375472276.68,1805262579.94,1141422688.17,2295774106.25,1498905107.99
002048.SZ,12897871559.72,10580360980.59,13982330173.73,11523763090.41,16406973918.23,13650491375.65,18138665774.32,15400505828.92,19224312322.27,16126846188.36
002049.SZ,3789596936.81,1520676293.3,4936274504.2,1691457688.5,5642441929.6,2041339749.55,4262985693.96,1841011873.62,4904452850.38,2128498530.03
002050.SZ,11719880371.31,8536763329.77,15598985732.35,11678670931.6,18975778199.5,13758537627.85,20562897141.85,14867571687.23,24029313453.31,17280981736.45
300150.SZ,468561193.5,301978731.87,420909005.88,248779323.46,443563021.1,243460350.06,485670025.45,276619743.03,510957961.59,312405223.4
002051.SZ,6327780149.74,5391207355.83,7343935973.35,6229915612.03,8579073692.48,7120220783.06,8610497789.96,7133693582.92,7125371611.0,5802355032.74
002052.SZ,110298984.99,96133639.71,150068492.11,132452033.96,205222821.16,203561002.18,237363596.49,167434991.38,656909529.76,369059611.99
002053.SZ,1537862124.52,972604558.97,1767317629.87,1083364089.76,1961401809.9,1149966633.97,2582296461.09,1524701812.41,1922853582.19,1301046647.8
601001.SH,11312563941.9,6122340052.1,12789387656.98,5604770048.19,11255031707.22,6048400300.33,11233627002.63,6065642351.87,9324862214.15,5841035588.22
601988.SH,456074000000.0,,467818000000.0,,470626000000.0,,478348000000.0,,491204000000.0,
002054.SZ,1439923392.32,916368083.56,1826931415.0,1329153692.19,2349203837.35,1843808648.97,2275476308.36,1749397103.39,2255401552.83,1659669973.93
002056.SZ,9007652449.82,7260334447.8,14124931075.39,11720059979.6,15757305619.2,12452311009.91,13581468385.01,11456170027.88,17561698935.87,14415039507.54
600048.SH,138387057795.37,97169216024.98,156375983035.88,118093194240.59,192506461879.97,155225415384.51,182774387215.01,153684567613.25,173721678722.0,150498226831.77
002057.SZ,1820709789.3,1435546518.4,2081005901.89,1572107749.39,2071618804.8,1530971053.15,1959192962.44,1519820668.52,2320283542.94,1740297371.69
002059.SZ,1006648961.67,836278605.55,473309763.52,378278581.96,370011850.54,322728452.1,447734534.04,431724759.57,184812567.49,227683698.39
601006.SH,57634651489.0,43523515314.0,58763573758.0,44218027816.0,60797388690.0,45790640589.0,55214280859.0,44309619851.0,57058158284.0,49401547810.0
002060.SZ,9902080965.44,8760348777.98,9400259506.95,8247340586.85,51124138941.85,46700088407.85,41209088008.68,37017288054.13,43387621860.63,39128285065.63
002061.SZ,29936023300.96,27529440057.8,32172512780.63,29792411472.92,29715173759.26,27459573941.17,30652853587.02,28155648382.14,31418107501.54,28899932699.79
002062.SZ,7205344878.06,6308595024.89,5432721719.72,4848332276.1,4532889711.39,3867880169.79,4282056041.72,3513780116.13,4261953919.22,3762260601.36
002063.SZ,1144826065.59,422525178.51,1344182331.25,585578107.52,1561400207.31,637143814.91,1538975398.63,661867331.11,1569649561.02,768019025.58
002064.SZ,21015503825.54,12786449003.06,19940844772.21,16019903686.48,19681919713.06,16467974476.4,20372576369.44,17195152458.59,18109484531.85,15557411760.14
002065.SZ,6778055620.54,4516337324.24,7320357215.14,5227256687.96,7433397699.59,5515027761.67,8186454166.06,6295791934.75,8488348068.38,6716233136.78
002066.SZ,3404152646.88,2805406100.59,3613000714.0,3011110550.19,3348764441.25,2814017168.17,3347602092.36,2841031180.6,2843655841.29,2459686671.87
601111.SH,57457425000.0,63149708000.0,42088565000.0,61410372000.0,105476845000.0,97359086000.0,128149919000.0,119746091000.0,129826184000.0,120655984000.0
002067.SZ,4502245849.86,3790567104.32,4600337736.45,4343959260.19,4078655106.08,3879786209.68,4050011604.38,3780907437.89,4197423585.29,3911337852.39
002068.SZ,5814510728.33,4942515997.13,7304211416.94,6954824844.33,6793344458.5,6735426097.86,7299635347.07,7004975037.19,6416676669.83,6275274415.69
300016.SZ,680836560.47,240415039.5,557308788.59,229322182.56,649819616.22,331877920.48,729717058.01,364595629.66,872684962.37,472361615.01
300271.SZ,3223610901.77,2257858252.87,1297240030.39,905245759.88,939620369.14,661976327.58,942060870.03,628749969.8,909285871.24,619226816.24
601699.SH,30926255664.54,17137149327.06,39971719459.39,19120454886.98,33013021945.65,16529481984.7,26648551740.53,15798700773.52,21099913074.82,13904469571.43
002069.SZ,1568143235.18,1298645943.8,1516509290.08,1278203786.24,1281232401.11,1055477186.68,1166454995.89,1008681484.78,1083153298.56,922683550.52
002279.SZ,1604991886.59,1228950487.41,1792592796.0,1392828224.84,1852979949.56,1390938516.91,2721240088.52,2313615064.26,1589326357.54,993127418.94
002072.SZ,19107932.18,0.0,263518194.38,255643585.05,215339728.91,206267277.15,501775937.25,487999378.58,382436498.54,382891606.42
601588.SH,17193994904.0,13661762811.0,8766238117.0,7240671394.0,10489964186.0,8247582951.0,4730946624.0,3347516243.0,4366877339.0,3291027042.0
002073.SZ,3322966485.28,2828393153.47,4009684420.67,3323216980.33,3677331200.5,2724717511.84,4878545456.35,3691851164.83,5650191449.63,4362075759.21
600017.SH,4655990413.1,3348350080.69,5508317770.43,4087376012.42,6048678358.54,4429876275.43,6275758132.03,4683960071.58,5661744560.78,4296022754.21
002074.SZ,5724616704.86,4677022814.56,14426198559.51,12389562687.89,21778492192.22,18078147839.51,25174850704.11,20647627469.66,29507977720.23,24546081792.64
002075.SZ,14064596527.26,11744540249.11,13914175253.24,12535460964.01,11344997695.5,10637173959.74,10807018442.46,10303943188.58,10279101566.56,9282832652.96
601398.SH,712093000000.0,,711392000000.0,,651268000000.0,,626422000000.0,,640028000000.0,
002079.SZ,1949400752.77,1589810273.51,2428106115.04,2017418341.33,2818183036.59,2413558043.09,4385267227.97,3926253184.31,3020374003.91,2703242688.57
002078.SZ,23714818646.91,18975853403.96,29640475532.92,24947988168.81,29202529217.52,24689363205.73,30975042729.97,25909525726.15,28935821022.42,24401233160.83
002077.SZ,493363299.24,330325171.05,403381895.77,302996518.95,335405464.12,307417048.47,239718577.78,216892080.14,269844221.48,219481920.93
600018.SH,26237762344.32,14602374874.71,29235573677.42,16864878547.04,27433687326.9,16462845720.71,29026298539.82,18111376794.3,29948900398.01,18485262619.92
002080.SZ,14641985873.58,9962995244.87,14701207878.36,10681910627.09,18231730659.85,13780722348.76,16810682779.21,13816526607.46,21700618098.45,17431012487.03
002081.SZ,19799894170.4,16477030553.86,17503397604.62,14740621696.73,16472919344.8,13995202271.06,14620846869.17,12729917494.38,13275327732.65,11597350790.46
601666.SH,19573214594.93,13940493674.54,28198688941.04,18531842148.58,23096063948.71,15961059898.07,23318819153.94,16953382862.4,14815890627.99,11998825431.57
002083.SZ,3751353135.86,3086000907.6,3985298122.53,3451092834.5,3990936693.34,3325598742.22,4019918894.41,3256321701.61,3840995939.91,3037054525.66
002084.SZ,3053975104.15,2386212453.93,2567128522.7,2143788591.43,2157607212.02,1780459247.72,2155181147.26,1820613818.71,2039633039.48,1772550326.06
002085.SZ,8519852900.39,7155514659.29,11676077363.76,9555646269.04,11598784708.32,9285107522.31,11370268122.28,9380583263.53,11415560496.15,9424964459.79
002086.SZ,264413146.75,219316095.73,472878051.32,297489726.99,325223918.74,206580868.45,247911377.73,222364993.08,245968431.11,245116580.57
002088.SZ,2285490153.56,1472090340.6,2454234677.05,1617536165.04,2380018210.0,1581985040.06,2539970677.47,1787759258.86,1773130668.31,1336670323.6
601872.SH,13058889667.08,11093157510.94,21579217577.68,16806980498.7,19022530985.27,14124329622.71,19296219583.57,14186815845.97,19309934744.59,14797967329.58
002090.SZ,990508330.8,740432048.59,968543424.21,726124216.81,1169028842.71,874413534.32,1069500874.38,794452394.87,1012332711.14,722375941.33
002091.SZ,26103859760.42,22557392829.23,33523092359.82,29022186534.61,28376987591.23,23690913355.15,29007037114.01,24622165428.21,29603858117.69,24969580127.26
002092.SZ,42238529756.03,35972862493.74,41132275755.97,35431680655.85,30288074709.46,27660658607.35,22493111043.98,18769328650.88,21245520041.34,17092126345.86
601991.SH,75148326000.0,68708064000.0,87249372000.0,80353012000.0,90619383000.0,80870453000.0,90985720000.0,77658095000.0,89344803000.0,72003059000.0
002095.SZ,438804014.07,366308168.92,365880476.91,304374578.02,316782149.12,267171409.25,377740969.27,332966960.42,410564154.17,363807374.67
002094.SZ,2686168906.91,2338135806.88,2432753724.67,2168098487.93,2319930502.35,2099133766.24,1361448838.9,1076172877.19,1245688245.4,991236377.13
002093.SZ,354126604.29,121287014.14,293173741.75,78301406.06,317775921.03,125103553.93,365167817.16,170203358.18,381749250.07,198895778.65
002101.SZ,4348768755.46,3375586359.53,4807999008.67,3913656549.58,5238202763.28,4236599890.51,5604378538.93,4728792420.74,6652777816.96,5765113884.79
002099.SZ,1791189626.72,1116456502.14,2071095203.0,1462429711.83,1676630297.77,1351962825.72,1444477964.62,1049648513.54,1366585897.97,1011609724.9
002100.SZ,12328880018.57,10804044254.33,12885513743.09,11631990452.6,14705995884.82,14102713411.33,13087153128.58,11518612004.77,13610370203.12,12129821528.94
002097.SZ,9093665176.81,6875972885.0,5408118073.55,4242223856.13,5261834289.34,3791591547.04,5164681698.6,3740996804.61,5057449474.73,3683728470.18
002096.SZ,1340345113.46,900185120.92,1619406650.44,1187421697.27,6284705857.21,4794199229.91,6302962885.64,4816706282.77,7355633632.74,5579307669.82
