ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,total_assets_2021,total_liab_2021,accounts_receivable_2021,inventory_2021,goodwill_2021,fixed_assets_2021,total_assets_2022,total_liab_2022,accounts_receivable_2022,inventory_2022,goodwill_2022,fixed_assets_2022,total_assets_2023,total_liab_2023,accounts_receivable_2023,inventory_2023,goodwill_2023,fixed_assets_2023,total_assets_2024,total_liab_2024,accounts_receivable_2024,inventory_2024,goodwill_2024,fixed_assets_2024,total_assets_2025,total_liab_2025,accounts_receivable_2025,inventory_2025,goodwill_2025,fixed_assets_2025,revenue_2021,oper_cost_2021,revenue_2022,oper_cost_2022,revenue_2023,oper_cost_2023,revenue_2024,oper_cost_2024,revenue_2025,oper_cost_2025,name
000981.SZ,20260518,4.18,6.9588,10.1456,0.73,40.7393,34.9542,13.4837,12.7856,14.2833,,,999747.0888,951335.6093,652515.5452,4178942.8312,3976582.8469,22163731136.17,16816359221.22,0.0,0.0,872957919.04,0.0,17757507425.42,11243675010.11,0.0,0.0,549592653.16,0.0,17918948766.19,13589672090.05,0.0,0.0,624916867.58,0.0,11871863950.88,9624150286.8,0.0,0.0,612534182.31,0.0,8853201070.76,7077685150.48,0.0,0.0,594652774.3,0.0,2988990240.1,2638601180.67,2755111050.79,2619717386.57,4244723149.8,3772792212.63,3941864804.68,3128357388.59,2417735507.95,2036906732.28,山子高科
000983.SZ,20260518,6.7,0.9889,2.315,0.98,31.6767,28.6503,1.0276,1.0237,1.0283,3.8209,3.8209,567710.1059,567706.6234,242496.8399,3803657.7095,3803634.3768,70215434208.4,44772553578.79,0.0,0.0,794033485.78,0.0,70522977855.77,38356836636.27,0.0,0.0,592980585.78,0.0,94478944612.72,46920513499.5,0.0,0.0,766259626.96,0.0,88706593155.83,40847330570.75,0.0,0.0,716700154.03,0.0,109390908609.88,61652787209.12,0.0,0.0,707407141.27,0.0,29692372072.65,20744741489.55,41178675099.31,24243925858.7,40696536125.05,24765552369.33,33092937607.05,22523586245.36,27175304196.92,18864361080.67,山西焦煤
000985.SZ,20260518,18.98,1.1294,3.0942,0.88,331.3487,413.1822,4.0214,1.333,1.3787,0.3425,0.3425,12963.95,12963.95,4731.89,246055.771,246055.771,769089948.35,176989702.06,0.0,0.0,,0.0,785660880.66,169539955.96,0.0,0.0,,0.0,751133253.47,168434202.33,0.0,0.0,,0.0,778716468.06,165629954.48,0.0,0.0,,0.0,729378170.08,114383822.09,0.0,0.0,,0.0,1538693303.11,1437485972.7,2042605504.47,1934461558.11,1441754830.79,1379806062.09,1505292752.07,1388960015.59,1431885061.55,1345755331.63,大庆华科
000987.SZ,20260518,8.4,0.5254,1.9874,0.5,11.9748,10.1315,1.2658,8.7486,11.3834,3.084,3.084,501713.2462,501334.4638,132541.8073,4214391.2681,4211209.4959,146502860225.17,112621944801.64,0.0,0.0,,0.0,169418576710.0,131553483555.34,0.0,0.0,,0.0,185309288335.29,144590708358.52,0.0,0.0,,0.0,205084709206.36,162093526171.9,0.0,0.0,,0.0,210719937309.61,162607404306.05,0.0,0.0,,0.0,4796630250.23,4681758959.23,5959018227.61,5877707406.2,749107139.35,117732311.37,2241863802.83,,5998757897.3,3992661298.58,越秀资本
000988.SZ,20260518,147.38,6.7345,8.3152,0.7,100.7557,87.2044,12.6795,10.3235,9.7078,0.1357,0.1357,100550.2707,100498.5657,81394.0143,14819098.8958,14811478.6129,12352470975.61,4925330922.91,0.0,0.0,,0.0,16244500344.71,8164246317.15,0.0,0.0,,0.0,17475733369.95,8491902237.02,0.0,0.0,,0.0,19721603941.99,9678623386.78,0.0,0.0,496009.78,0.0,22552411151.63,11554659370.49,0.0,0.0,496009.78,0.0,7368275516.61,6049871954.66,8850571693.36,7198341231.33,7207504778.83,5486269139.29,9001703896.11,7113059184.64,11037981451.57,8643061777.55,华工科技
000993.SZ,20260518,13.52,6.6274,13.4009,0.75,105.1604,302.7323,2.4306,10.3511,11.3259,,,45795.1455,43974.7572,21747.6007,619150.3672,594538.7173,4268240860.9,2174202167.72,0.0,0.0,41933586.79,0.0,4548438274.97,2246340922.81,0.0,0.0,41933586.79,0.0,3528897023.05,935655667.29,0.0,0.0,41933586.79,0.0,3624141758.81,1092691884.07,0.0,0.0,41933586.79,0.0,3760350924.4,1044959329.05,0.0,0.0,41933586.79,0.0,407884360.77,202597781.82,474736265.67,211918939.89,1395413203.56,899972021.19,450172159.35,217467389.5,489848386.1,228663187.89,闽东电力
000995.SZ,20260518,14.39,11.1416,17.2718,0.98,180.7852,435.5122,15.4442,15.0388,15.6597,,,17740.8,17740.8,11444.1702,255290.112,255290.112,466274083.97,347155110.71,0.0,0.0,,0.0,474752384.57,344337349.08,0.0,0.0,,0.0,497059955.43,356661368.9,0.0,0.0,,0.0,486170974.48,339767107.89,0.0,0.0,,0.0,485552495.43,336911780.88,0.0,0.0,,0.0,36600356.3,13762252.24,103938943.36,36986565.37,112824797.69,43961960.06,113469516.06,38688051.08,87083058.4,30168486.91,皇台酒业
000997.SZ,20260518,22.69,3.5355,5.0988,0.91,22.7386,23.4327,3.0496,2.7374,2.54,0.9624,0.9624,101309.7915,100743.9381,69855.9941,2298719.1691,2285879.9555,10815063364.4,4563814370.97,0.0,0.0,614233766.92,0.0,11452552322.53,4890359994.36,0.0,0.0,614233766.92,0.0,12906807089.17,6620522560.94,0.0,0.0,610838930.87,0.0,12621130633.02,5248290890.9,0.0,0.0,717732299.87,0.0,13826608918.82,6189475238.12,0.0,0.0,673439712.12,0.0,4964934494.35,3737031059.13,5005364934.34,3668591812.81,5410612823.03,3488570518.22,5198290159.58,3221585143.18,5986971486.29,3847308211.21,新大陆
600235.SH,20260518,6.7,2.4137,3.7887,1.03,144.544,236.343,1.5646,1.9541,1.9008,0.2537,0.2239,35130.0,35130.0,22380.0,235371.0,235371.0,2203792690.09,809489751.41,0.0,0.0,,0.0,2149802769.78,743270446.75,0.0,0.0,,0.0,2324526626.68,894253012.64,0.0,0.0,,0.0,2874540881.73,1384994616.37,0.0,0.0,,0.0,3064827122.39,1551587162.85,0.0,0.0,,0.0,1088227897.49,889104182.47,1215951908.09,1079390778.69,1187354284.23,1024057353.02,1163400044.01,985027586.32,888722117.65,741205912.91,民丰特纸
600236.SH,20260518,10.78,0.3302,2.5174,0.43,25.9093,23.6335,4.4456,8.1759,7.6469,1.577,1.577,788237.7802,788237.7802,103396.5922,8497203.2706,8497203.2706,43958641670.18,23968334651.73,0.0,0.0,288640760.26,0.0,43660950702.23,21738164418.19,0.0,0.0,288640760.26,0.0,46019728242.49,24142989158.78,0.0,0.0,288640760.26,0.0,47979712954.59,24083266575.43,0.0,0.0,288640760.26,0.0,51212574612.81,28290216406.03,0.0,0.0,288640760.26,0.0,6394262671.45,3333073796.52,8618108167.37,3517719592.16,6096966522.51,3918409300.55,7353712644.01,3737644086.76,7335479334.64,3256102119.93,桂冠电力
600237.SH,20260518,8.97,2.5327,3.3449,0.63,47.1687,48.2347,2.8259,4.0539,4.2308,,,63048.9755,62461.5795,47295.1963,565549.3102,560280.3681,1601239960.14,421364677.38,0.0,0.0,,0.0,1870884252.18,617180992.53,0.0,0.0,,0.0,2314228629.55,568066457.31,0.0,0.0,,0.0,2405040569.68,548313763.05,0.0,0.0,,0.0,2650389025.01,694962823.7,0.0,0.0,,0.0,743358276.69,589227199.42,782893855.46,599116704.06,799052854.08,612118528.89,962488862.46,730970434.53,1071937572.51,801022441.2,铜峰电子
600248.SH,20260518,3.36,0.3632,1.1361,0.59,55.894,,0.452,0.0982,0.1002,2.6786,2.6786,373973.5286,370573.9286,118466.4071,1256551.0561,1245128.4001,223737783566.62,200241708198.99,0.0,0.0,8157268.98,0.0,282416923301.02,251949280847.28,0.0,0.0,23465861.67,0.0,332339600125.13,297096238472.18,0.0,0.0,26537295.42,0.0,348455237650.44,307050530088.88,0.0,0.0,25016567.96,0.0,344948663505.21,304006146864.96,0.0,0.0,25015292.63,0.0,117784164857.56,108824978207.83,127840186957.47,117151579141.99,124393182026.48,112853932226.23,101823920287.41,90894703005.21,87289801200.13,78529436077.45,陕建股份
600256.SH,20260518,6.55,2.9046,4.5146,1.13,31.1222,47.1596,1.7152,1.3754,1.4744,9.4962,9.4962,639200.2964,639200.2964,411254.7151,4186761.9414,4186761.9414,55868495750.36,36588260882.37,0.0,0.0,170432745.91,0.0,68176842469.24,41970424730.26,0.0,0.0,177157238.07,0.0,59876376074.35,31539751387.78,0.0,0.0,891585325.4,0.0,54849149998.45,29149147060.25,0.0,0.0,703710017.04,0.0,52690366599.46,29918029378.65,0.0,0.0,157016620.84,0.0,16468602661.2,11044495281.04,37278839582.62,24908622068.81,49568709187.22,41214448938.54,26391147532.75,21652682952.8,22530194728.89,18712560067.94,广汇能源
600257.SH,20260518,5.76,3.3899,4.7144,1.07,547.2374,497.8607,3.4672,3.0128,3.0175,,,48123.7188,48123.7188,34603.4266,277192.6203,277192.6203,2338319355.04,1031124881.1,0.0,0.0,189204341.18,0.0,2300889089.55,1220515516.43,0.0,0.0,189204341.18,0.0,2130420889.75,1105248241.07,0.0,0.0,155303459.08,0.0,1941661837.91,929899948.3,0.0,0.0,155303459.08,0.0,1815407953.24,841440106.8,0.0,0.0,135525213.96,0.0,935873341.0,677398751.0,828096797.74,621985390.44,872830730.71,681376738.69,764848062.43,590902277.23,644819550.88,481678565.53,大湖股份
600258.SH,20260518,13.54,1.3643,2.4336,0.89,18.639,18.0511,1.235,1.9875,1.9845,2.6588,2.6588,111660.3126,111660.3126,62596.5451,1511880.6326,1511880.6326,25287860449.07,16859283452.42,0.0,0.0,4682789929.81,0.0,26223628017.97,15300628822.42,0.0,0.0,4701342795.11,0.0,25343681041.44,14180783940.74,0.0,0.0,4701342795.11,0.0,25478227181.31,13744213329.14,0.0,0.0,4691866361.51,0.0,24950625486.82,12752255743.76,0.0,0.0,4691866361.51,0.0,4725947336.91,3394899853.31,3837806673.6,3204793942.01,5910651968.98,3561752031.96,5888753416.13,3557223832.22,5782127333.27,3428699853.39,首旅酒店
600259.SH,20260518,92.28,5.6029,9.1036,0.81,243.3937,123.5955,8.5959,5.3344,5.3083,,0.1625,33643.591,33643.591,20706.3393,3104630.5775,3104630.5775,5996405355.89,4035673133.53,0.0,0.0,,0.0,8490425353.22,4914822554.6,0.0,0.0,,0.0,8944339505.16,5002227106.11,0.0,0.0,,0.0,8413993820.54,4741971139.06,0.0,0.0,,0.0,8114817181.97,4367620150.77,0.0,0.0,,0.0,11149774161.67,10728439774.1,18374564715.58,17737209624.5,15562382757.13,15145665416.69,8738741980.75,8680813376.47,4633827719.33,4414114788.74,中稀有色
600261.SH,20260518,3.36,2.2328,4.1856,1.01,23.7899,32.9792,1.2695,1.6811,1.6987,4.1667,4.1667,133505.2966,133505.2966,71216.9134,448577.7966,448577.7966,6183177576.19,2399148527.96,0.0,0.0,95280617.82,0.0,5539740068.28,1967135555.98,0.0,0.0,80746539.02,0.0,5280326242.18,1716353632.49,0.0,0.0,86241767.22,0.0,5153982982.86,1651434396.96,0.0,0.0,89440897.76,0.0,5055456707.15,1551855954.35,0.0,0.0,94412617.62,0.0,3229865043.44,2308292163.79,2893220555.14,2116678303.7,2304959274.18,1500812615.83,2452384268.04,1604426284.94,1985841246.27,1291143862.73,阳光照明
600262.SH,20260518,24.83,3.4952,5.6855,0.8,19.5894,18.5743,2.2563,1.3738,1.4006,1.2727,1.2727,17000.0,17000.0,10450.8501,422110.0,422110.0,2658195553.61,1395428657.13,0.0,0.0,,0.0,3285006658.45,1855238730.87,0.0,0.0,5900.64,0.0,3646773181.4,2097149238.15,0.0,0.0,5900.64,0.0,4264797300.16,2585397954.12,0.0,0.0,5900.64,0.0,5222130966.38,3315071040.91,0.0,0.0,5900.64,0.0,1114331399.08,945009290.24,1546818300.49,1282119153.33,1756250219.94,1427938287.24,1903861664.59,1506915411.11,2450309739.41,1963111870.69,北方股份
600267.SH,20260518,10.93,2.2027,3.5426,0.97,24.2321,18.6599,1.4644,1.242,1.2711,1.8731,,119876.1196,119876.1196,74537.2193,1310245.9872,1310245.9872,19960204369.95,12482406910.09,0.0,0.0,1420912.56,0.0,18538503941.99,10544121817.25,0.0,0.0,,0.0,18147092176.51,9293901828.9,0.0,0.0,,0.0,16256996398.38,7761440815.68,0.0,0.0,,0.0,15317639964.13,6562369900.01,0.0,0.0,,0.0,9107442471.65,5415076580.75,8743908274.3,5156829783.88,8700895404.71,5107548811.01,7874540640.41,4632200445.07,7922794186.82,4358649302.4,海正药业
600268.SH,20260518,15.27,2.3359,5.0818,0.51,32.3104,31.5065,4.1051,1.6084,1.6461,0.917,0.917,101587.0778,101083.1373,46464.5894,1551234.678,1543539.5066,8577350731.95,5202697922.1,0.0,0.0,,0.0,8869279499.32,5427615688.69,0.0,0.0,,0.0,9945075448.62,6050888363.87,0.0,0.0,,0.0,10161097275.95,6178966651.84,0.0,0.0,,0.0,11494540032.32,7105694064.32,0.0,0.0,,0.0,3549287676.64,2727297543.2,4312565277.0,3344025261.85,5112364866.34,3965345795.95,5538826132.35,4210143077.81,6308016398.11,4715919134.39,国电南自
600269.SH,20260518,4.34,0.5564,1.2195,0.89,7.9213,8.9976,0.5133,1.6132,1.6295,3.9171,3.9171,233540.7014,233540.7014,106564.7107,1013566.6441,1013566.6441,34704962798.74,16898125120.52,0.0,0.0,3609824.44,0.0,35214517177.25,16514845681.79,0.0,0.0,3609824.44,0.0,35080489065.8,15584893952.48,0.0,0.0,3609824.44,0.0,36325313378.92,15834172943.05,0.0,0.0,3609824.44,0.0,38296286457.56,16491939954.22,0.0,0.0,3609824.44,0.0,4145554447.48,2297955063.76,4412352057.48,2588434325.7,5223274067.23,3297724685.99,4560464993.63,2660788259.32,4398682698.32,2577020633.5,赣粤高速
600278.SH,20260518,7.02,0.8699,2.3399,0.49,29.8311,33.1016,0.8082,0.1828,0.185,1.4931,1.4931,86051.8657,86051.8657,31992.7768,604084.0972,604084.0972,18668719284.69,11535414171.55,0.0,0.0,,0.0,19621641134.9,12359006249.62,0.0,0.0,1.0,0.0,17181024459.45,9625361283.6,0.0,0.0,1.0,0.0,17885304238.12,9910556486.95,0.0,0.0,1.0,0.0,17060968179.3,9007519001.04,0.0,0.0,1.0,0.0,35151941940.39,33994706367.72,31986856477.3,30469632372.09,28030988237.62,26732109682.82,25065142772.23,23837034060.85,25483086623.56,24286656065.98,东方创业
600279.SH,20260518,4.86,0.5354,1.5494,0.52,118.2118,98.6995,0.8557,1.2884,1.3296,0.823,0.823,118686.6283,118686.6283,41013.9003,576817.0135,576817.0135,12691009562.3,5919854147.88,0.0,0.0,6437701.74,0.0,12527015125.55,5593947660.3,0.0,0.0,6437701.74,0.0,13226802462.4,6233220696.62,0.0,0.0,6437701.74,0.0,12719768622.44,4807652794.82,0.0,0.0,6437701.74,0.0,14664077407.91,5893589598.0,0.0,0.0,58262554.09,0.0,4687586673.38,4362730652.69,3811702533.19,3498487182.31,4089286187.83,3693415690.66,3457757154.61,3065545631.27,3281415826.5,2876479368.72,重庆港
600282.SH,20260518,4.95,0.551,1.4794,0.91,10.6427,10.5738,1.1145,0.5262,0.5257,4.1131,5.1677,616509.1011,616509.1011,229601.355,3051720.0504,3051720.0504,55821115682.01,29418090234.72,0.0,0.0,206824872.31,0.0,71765354602.23,40981379681.14,0.0,0.0,1906997170.08,0.0,79208517536.03,48379791018.0,0.0,0.0,1762836435.77,0.0,67657488062.99,40138070562.18,0.0,0.0,369362157.94,0.0,70127666971.97,41524129568.8,0.0,0.0,369362157.94,0.0,59155348560.88,52119589687.08,52644533863.39,46311393662.3,56364864831.46,50375517082.46,49291087788.11,43433397058.14,43283356804.67,37311755018.28,南钢股份
600287.SH,20260518,5.68,1.2537,2.6888,0.92,98.8456,108.6269,1.086,1.0032,1.0208,,,43679.6074,43679.6074,20365.9619,248100.17,248100.17,4845003885.73,2381452504.6,0.0,0.0,,0.0,3812453401.59,1981728597.12,0.0,0.0,,0.0,3740982871.93,1800729485.64,0.0,0.0,,0.0,3360111845.53,1113493661.74,0.0,0.0,,0.0,3192184051.98,718567000.43,0.0,0.0,,0.0,2374988371.04,2046243405.57,3039350240.36,2788683873.93,2583075329.17,2196267191.19,2313482032.58,1985771311.43,1848048444.99,1552385498.03,苏豪时尚
600298.SH,20260518,35.9,0.8631,1.4053,0.67,20.1751,19.4714,2.4998,1.8626,1.7837,1.5324,1.5324,86792.8671,85715.0471,52644.2726,3115863.9289,3077170.1909,12387772792.85,5303364974.17,0.0,0.0,36262380.99,0.0,16420944290.18,7261115974.72,0.0,0.0,36262380.99,0.0,18307888854.36,7929522015.04,0.0,0.0,36312137.67,0.0,20912297879.99,9978609963.95,0.0,0.0,36262380.99,0.0,24323520857.41,11883030820.87,0.0,0.0,202286261.59,0.0,7594100108.76,5347472142.54,8982779967.2,6721172011.02,9652641349.05,7271604318.24,10912241955.49,8371990566.96,11786451197.65,8776270273.8,安琪酵母
600299.SH,20260518,12.0,0.4279,3.0065,0.74,32.0107,37.1336,1.8824,2.1449,2.132,1.3062,1.2958,307977.9257,268190.1273,38172.2112,3695735.1084,3218281.5276,20777043831.0,5201166875.0,0.0,0.0,1950076563.0,0.0,21827022241.0,7478771382.0,0.0,0.0,1811309169.0,0.0,21129322061.0,6438189984.0,0.0,0.0,2056270257.0,0.0,22269982178.0,6415600329.0,0.0,0.0,2127807937.0,0.0,25174272502.0,8229869392.0,0.0,0.0,2266023929.0,0.0,9342853929.0,5713817038.0,10800166570.0,7652644009.0,9614343786.0,7739049411.0,11375947704.0,7896980588.0,12931042871.0,9327688190.0,安迪苏
600300.SH,20260518,3.46,1.6344,2.3658,0.76,16.7253,16.088,1.5094,1.6709,1.6241,3.6994,3.6994,161714.218,161714.218,111721.418,559531.1943,559531.1943,5303429283.46,2265867993.93,0.0,0.0,0.0,0.0,5052311914.23,1916666724.0,0.0,0.0,0.0,0.0,4738661630.53,1516225529.02,0.0,0.0,0.0,0.0,4491136082.74,1128871386.84,0.0,0.0,,0.0,4682746590.8,1109880931.72,0.0,0.0,,0.0,3258028908.89,2573577593.42,3345352120.91,2778219898.9,3323148749.65,2697058594.34,2688704857.42,2057508980.94,2387703759.18,1727326383.63,维维股份
600600.SH,20260518,61.7,0.7311,1.7054,0.79,18.3455,17.9947,2.5946,2.592,2.6049,3.5656,3.5656,136419.5121,70912.5943,30399.3888,8417083.8966,4375307.0683,45328578511.0,21114743591.0,0.0,0.0,1307103982.0,0.0,49318248328.0,22441769690.0,0.0,0.0,1307103982.0,0.0,49750529611.0,20826278805.0,0.0,0.0,1307103982.0,0.0,50371239687.0,19698994899.0,0.0,0.0,1307103982.0,0.0,51390464744.0,19192181002.0,0.0,0.0,1307103982.0,0.0,26771391438.0,15084195275.0,29109843175.0,18029290543.0,30978047855.0,18671246573.0,28959288497.0,16865280465.0,29366671110.0,16546371736.0,青岛啤酒
600602.SH,20260518,22.78,4.5249,8.0747,0.74,160.8223,158.831,6.3314,4.9079,4.878,0.1975,0.1975,136767.3455,107430.299,60201.6978,3115560.1305,2447262.2112,6732948193.98,2116949708.54,0.0,0.0,260033283.26,0.0,6631636725.85,1914602632.46,0.0,0.0,243411383.26,0.0,6900952724.61,2069167750.45,0.0,0.0,220858702.66,0.0,6977369434.87,2150482301.06,0.0,0.0,220858702.66,0.0,8062147391.28,3144242140.85,0.0,0.0,215194002.66,0.0,3538456128.66,2841819276.15,3096923941.07,2517803397.99,3705991731.24,3008513355.11,4011912771.77,3226058276.94,4599067824.12,3833023067.03,云赛智联
603202.SH,20260518,71.75,2.3904,2.3904,0.73,12.4522,14.1982,1.67,2.8718,3.0544,4.8641,4.8641,16000.0,5021.3572,5021.3572,1148000.0,360282.3791,,,,,,,,,,,,,,,,,,,,,,,,,9150243443.73,2523445255.71,0.0,0.0,,0.0,,,,,,,,,2979579967.21,1897504972.12,天有为
603406.SH,20260518,33.0,3.5949,3.5949,0.78,29.8727,30.6306,2.8215,3.7687,3.8584,1.5152,1.5152,40001.0,3666.2543,3666.2543,1320033.0,120986.3919,,,,,,,,,,,,,2864919660.69,1134485353.89,0.0,0.0,,0.0,3742614777.22,500358151.94,0.0,0.0,,0.0,5062856097.6,403221733.5,0.0,0.0,,0.0,,,,,2485725393.57,1809038695.8,1784357918.03,1473462966.39,2567721582.71,2112554151.93,天富龙
301272.SZ,20260518,46.14,4.3785,5.7524,1.02,74.3955,72.8276,2.6407,4.7489,4.5764,1.4654,1.4654,5850.23,3132.72,2384.48,269929.6122,144543.7008,,,,,,,146834118.38,69043943.92,0.0,0.0,,0.0,1136440053.15,161007798.38,0.0,0.0,,0.0,1199480264.78,187762695.36,0.0,0.0,,0.0,1253926936.65,240824286.79,0.0,0.0,,0.0,,,251330420.94,181433543.13,404374208.69,287721172.53,431071808.24,318962423.73,405003238.68,310154385.73,英华特
920931.BJ,20260518,11.7,1.33,1.33,0.89,104.3147,220.9118,2.7807,3.5275,3.5483,0.8547,0.8547,9393.0,2877.58,2877.58,109898.1,33667.686,409223953.01,306749673.29,0.0,0.0,0.0,0.0,420763103.18,277646907.08,0.0,0.0,0.0,0.0,633575034.48,426340089.06,0.0,0.0,,0.0,693002503.63,290989970.67,0.0,0.0,,0.0,780891408.07,370092956.87,0.0,0.0,,0.0,288445336.81,236338486.76,309947930.22,251218719.62,315481189.17,246404022.28,303346386.59,234394208.86,250142617.19,207474614.41,无锡鼎邦
603334.SH,20260518,48.44,6.5941,6.5941,1.13,49.4551,48.0182,3.9966,2.1922,1.9235,,,14350.0,3181.6703,3181.6703,695114.0,154120.1093,,,,,,,,,,,,,428895511.01,148679270.82,0.0,0.0,,0.0,1136004321.41,436417562.46,0.0,0.0,,0.0,1435854491.37,560882688.99,0.0,0.0,,0.0,,,,,,,,,2251405158.14,2048471846.61,丰倍生物
688605.SH,20260518,77.01,11.0525,13.6426,1.35,82.5073,90.7789,9.3334,12.5918,12.7609,0.2597,0.2597,20237.9856,10835.173,8778.0598,1558527.2711,834416.6727,,,,,,,,,,,,,,,,,,,1413858512.29,485707590.8,0.0,0.0,,0.0,2176023305.59,562557980.03,0.0,0.0,8801931.41,0.0,,,,,,,868890965.94,569238156.49,968559587.41,676794330.05,先锋精科
920026.BJ,20260518,33.53,1.9169,3.187,1.24,53.223,53.7427,4.3051,7.2692,6.9567,0.6561,0.6561,8207.7246,6187.2955,3721.462,275205.0058,207460.0181,,,,,,,,,,,,,441655769.45,122240448.36,0.0,0.0,,0.0,632848701.17,63895501.43,0.0,0.0,,0.0,844135195.27,188149790.64,0.0,0.0,56007125.39,0.0,,,,,230408343.1,87152626.08,97499082.17,48530694.09,258292502.42,105333100.47,卓兆点胶
920132.BJ,20260518,13.5,1.6283,1.8029,0.57,60.8673,65.6042,4.1237,3.7685,3.4035,0.6667,0.6667,8282.4,2812.3225,2539.9555,111812.4,37966.3538,265760467.01,225585402.68,0.0,0.0,,0.0,403306723.88,331472354.35,0.0,0.0,,0.0,260058708.48,136439342.29,0.0,0.0,,0.0,374555758.42,126803531.7,0.0,0.0,,0.0,399643348.39,143019845.74,0.0,0.0,,0.0,286891192.04,230936262.29,472298628.98,393197823.33,147068576.08,103153396.55,190984462.53,153449616.65,172218688.7,136482139.18,泰鹏智能
688750.SH,20260518,18.45,1.2394,1.787,0.7,143.9637,143.3951,3.4489,13.8957,13.4503,0.4553,0.4553,46250.0,23291.8326,16155.2464,853312.5,429734.3115,,,,,,,,,,,,,,,,,,,2751406614.27,932623176.19,0.0,0.0,,0.0,3559885134.79,1108037693.3,0.0,0.0,,0.0,,,,,,,617857379.0,380698234.76,424648242.58,278300052.49,金天钛业
920522.BJ,20260518,49.4,2.5625,3.3389,0.73,117.4698,166.4525,7.1149,7.9155,7.3031,0.4338,0.4338,15675.072,13001.73,9978.4875,774348.5568,642285.462,548825609.53,383603998.57,0.0,0.0,,0.0,960298946.84,765631052.12,0.0,0.0,,0.0,2445837243.82,1932024735.52,0.0,0.0,,0.0,2098889234.62,1078304605.67,0.0,0.0,,0.0,2287148407.22,1219451223.16,0.0,0.0,,0.0,97598836.03,85432778.69,389301644.8,321142138.84,470829526.21,339491743.89,853811740.46,626782881.56,695230474.44,552192134.06,纳科诺尔
301513.SZ,20260518,89.01,31.4433,31.4433,1.63,56.9635,65.023,6.577,11.0754,10.4404,,,10000.0,2014.8989,2014.8989,890100.0,179346.1511,,,,,,,,,,,,,,,,,,,,,,,,,2203906500.0,1509416700.0,0.0,0.0,,0.0,,,,,,,,,567484000.0,,尚水智能
301609.SZ,20260518,50.8,9.9339,9.9339,0.71,60.1134,61.3605,6.3831,11.7012,11.5749,,,16288.0,3664.8,3664.8,827430.4,186171.84,,,,,,,,,,,,,762589072.47,339876553.53,0.0,0.0,,0.0,,,,,,,1777876195.63,546429706.04,0.0,0.0,,0.0,,,,,222532712.41,120455260.66,,,459494827.26,262419552.42,山大电力
920123.BJ,20260518,12.21,1.3132,2.0861,0.72,35.2289,34.0216,3.1892,1.6178,1.5014,1.89,1.89,11154.0,6363.2896,4005.4985,136190.34,77695.766,361808102.61,192353121.46,0.0,0.0,,0.0,617020671.21,328295723.05,0.0,0.0,,0.0,601360339.76,282945921.13,0.0,0.0,,0.0,792538874.54,406466759.63,0.0,0.0,,0.0,870120807.39,464767686.22,0.0,0.0,2361208.84,0.0,314042714.5,216791280.43,415588816.63,293695830.45,315175735.49,206775080.97,471201911.76,345549791.88,606750040.49,465442004.79,芭薇股份
301491.SZ,20260518,50.95,2.5686,2.5686,0.76,29.404,30.5631,3.0193,3.5839,3.381,,,12900.0,2858.345,2858.345,657255.0,145632.6778,,,,,,,,,,,,,1149661877.78,408386819.9,0.0,0.0,,0.0,,,,,,,2899301109.06,811414274.45,0.0,0.0,,0.0,,,,,561334302.69,391509769.27,,,1269235075.27,920293058.24,汉桑科技
301633.SZ,20260518,60.7,2.8761,3.4481,1.44,46.8281,51.6725,3.6327,6.329,6.1303,1.6474,1.6474,5568.0,2551.0642,2127.8142,337977.6,154849.5969,,,,,,,,,,,,,583848133.82,279854939.05,0.0,0.0,,0.0,826226734.12,385849729.06,0.0,0.0,,0.0,1200091128.64,280174218.87,0.0,0.0,,0.0,,,,,185639453.87,120795456.23,372929282.18,203278155.05,360637372.89,204528167.05,港迪技术
001233.SZ,20260518,56.15,9.2573,9.2573,1.71,18.6595,22.2082,2.2138,4.6781,4.6654,,3.5619,18597.3334,3538.592,3538.592,1044240.2704,198691.9408,,,,,,,,,,,,,2679708900.0,,0.0,0.0,,0.0,3130963700.0,,0.0,0.0,,0.0,3705159084.49,869599103.98,0.0,0.0,,0.0,,,,,,,1007180000.0,549129500.0,1618625030.66,881119063.62,海安集团
920363.BJ,20260518,16.24,3.8432,5.4716,1.21,327.1803,303.7756,4.4445,7.9799,7.7316,,,9545.0,5108.957,3588.5,155010.8,82969.4617,258407517.53,89933608.87,0.0,0.0,,0.0,299691967.84,107713484.49,0.0,0.0,,0.0,307467447.73,74373041.62,0.0,0.0,,0.0,424661464.24,68056448.47,0.0,0.0,,0.0,440479409.23,89136518.37,0.0,0.0,,0.0,203694659.58,142199185.41,265109491.25,187609015.48,182185931.34,128966696.28,111228124.14,84216796.7,139091553.52,106697299.57,莱赛激光
