ts_code,total_assets,total_liab,goodwill
605086.SH,1107491043.81,74069918.27,
605086.SH,1107491043.81,74069918.27,
605086.SH,1075743153.5,66058450.31,
605086.SH,677806352.25,72277077.82,
605086.SH,677806352.25,72277077.82,
605086.SH,656890210.18,75094583.84,
605086.SH,656890210.18,75094583.84,
605086.SH,598313959.31,63720327.37,
605086.SH,598313959.31,63720327.37,
605086.SH,595273786.64,89800005.2,
605086.SH,595273786.64,89800005.2,
605086.SH,622553291.57,197957689.6,
605086.SH,521874429.15,214222805.57,
