ts_code,total_assets,total_liab,goodwill
688680.SH,3069352405.22,887853864.93,
688680.SH,3062765636.92,887853864.93,
688680.SH,2816316620.64,682481459.81,
688680.SH,2895704990.23,720014357.52,
688680.SH,1527644240.48,774911182.15,
688680.SH,1527644240.48,774911182.15,
688680.SH,1210320849.89,564688755.59,
688680.SH,978186969.22,392277004.61,
688680.SH,978186969.22,392277004.61,
688680.SH,1044071299.04,501212355.12,
688680.SH,1044071299.04,501212355.12,
688680.SH,820556616.4,370678243.97,
688680.SH,718938163.57,292028587.19,
