ts_code,total_assets,total_liab,goodwill
301011.SZ,1159197876.19,439487740.6,53503705.14
301011.SZ,1159197876.19,439487740.6,53503705.14
301011.SZ,1262584724.37,557299126.94,53503705.14
301011.SZ,888120775.58,462101703.45,53503705.14
301011.SZ,888120775.58,462101703.45,53503705.14
301011.SZ,871372063.03,455631686.67,53503705.14
301011.SZ,871372063.03,455631686.67,53503705.14
301011.SZ,737755230.45,365633029.56,53503705.14
301011.SZ,737755230.45,365633029.56,53503705.14
301011.SZ,550524906.45,238686241.58,53503705.14
