ts_code,total_assets,total_liab,goodwill
603190.SH,3318930685.97,1281081424.37,
603190.SH,3183084982.88,1185763263.64,
603190.SH,3183084982.88,1185763263.64,
603190.SH,3186812837.31,1192011761.27,
603190.SH,3186812837.31,1192011761.27,
603190.SH,2542622531.88,1388728935.22,
603190.SH,2542622531.88,1388728935.22,
603190.SH,2323736073.43,1193615417.97,
603190.SH,2251458891.89,1151229060.64,
603190.SH,2215294029.9,1181491871.0,
603190.SH,1941314219.6,1051010826.8,
603190.SH,1941314219.6,1051010826.8,
603190.SH,1502566745.12,799947683.71,
603190.SH,1502566745.12,799947683.71,
