ts_code,total_assets,total_liab,goodwill
688633.SH,1581683401.41,400456608.96,
688633.SH,1581683401.41,400456608.96,
688633.SH,1485022116.89,336054334.92,
688633.SH,1473695256.99,293709709.69,
688633.SH,1473695256.99,293709709.69,
688633.SH,865151038.59,271200188.03,
688633.SH,865151038.59,271200188.03,
688633.SH,833329929.39,341083964.39,
688633.SH,833329929.39,341083964.39,
688633.SH,806590670.51,334671919.21,
688633.SH,806590670.51,334671919.21,
688633.SH,700050469.21,319007362.87,
688633.SH,568883797.41,274300608.37,
