ts_code,total_assets,total_liab,goodwill
688059.SH,1054495403.7,205868701.78,
688059.SH,1054495403.7,205868701.78,
688059.SH,984018304.25,183147892.77,
688059.SH,967942253.38,162765453.78,
688059.SH,967942253.38,162765453.78,
688059.SH,618375995.49,207206007.48,
688059.SH,618375995.49,207206007.48,
688059.SH,595392888.13,211824571.36,
688059.SH,547238716.48,190587629.74,
688059.SH,547238716.48,190587629.74,
688059.SH,531045696.46,208880625.98,
688059.SH,531045696.46,208880625.98,
688059.SH,411878651.24,154924304.21,
688059.SH,299979209.13,155318693.47,
