ts_code,total_assets,total_liab,goodwill
301219.SZ,9970884816.98,1312226109.49,
301219.SZ,10089244740.48,1410212662.16,
301219.SZ,10525139532.15,1541790239.64,
301219.SZ,4550076320.34,1231210361.19,
301219.SZ,4550076320.34,1231210361.19,
301219.SZ,4545105029.03,1220129574.17,
301219.SZ,4545105029.03,1220129574.17,
301219.SZ,3497950062.51,808406448.41,
301219.SZ,2785541197.86,585718919.97,
301219.SZ,2785541197.86,585718919.97,
301219.SZ,2059611903.79,725102540.68,
301219.SZ,2059611903.79,725102540.68,
301219.SZ,1904319529.96,690861474.14,
