ts_code,total_assets,total_liab,goodwill
300953.SZ,3342491565.07,1908479872.94,
300953.SZ,3342491565.07,1908479872.94,
300953.SZ,3023753092.53,1634352210.75,
300953.SZ,2878330074.79,1481017657.05,
300953.SZ,2878330074.79,1481017657.05,
300953.SZ,1909243796.34,1175989766.64,
300953.SZ,1909243796.34,1175989766.64,
300953.SZ,1337134849.52,701017114.88,
300953.SZ,1337134849.52,701017114.88,
300953.SZ,1210171927.96,607181622.07,
300953.SZ,1210171927.96,607181622.07,
300953.SZ,859719736.64,479187911.29,
300953.SZ,646426044.32,321834809.08,
