ts_code,total_assets,total_liab,goodwill
605300.SH,2409466018.51,492573046.12,
605300.SH,2409466018.51,492573046.12,
605300.SH,2270072514.66,391534289.44,
605300.SH,1836542956.97,374474267.31,
605300.SH,1836542956.97,374474267.31,
605300.SH,1848097697.49,442863015.77,
605300.SH,1848097697.49,442863015.77,
605300.SH,1711307912.57,379647793.66,
605300.SH,1601800264.19,411740872.07,
605300.SH,1601800264.19,411740872.07,
605300.SH,1302639867.0,384305164.9,
605300.SH,1302639867.0,384305164.9,
605300.SH,1006582981.31,398479124.35,
605300.SH,1006582981.31,398479124.35,
